date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-31,IL,-0.78,,-20.3,-20,8,-32,-9,-15,8
2020-05-31,IN,-55.31,,-55.41,-73,-22,-61,-46,-16,14
2020-05-31,IN_AN,,,,-79,,-64,-49,-6,
2020-05-31,IN_AP,,,,-67,-9,-56,-35,-2,13
2020-05-31,IN_AR,,,,-62,-18,-17,-40,1,8
2020-05-31,IN_AS,,,,-72,-22,-26,-49,-10,12
2020-05-31,IN_BR,,,,-63,15,-4,-36,-4,4
2020-05-31,IN_CH,,,,-84,-62,-94,-65,-36,19
2020-05-31,IN_CT,,,,-75,-25,-60,-59,-13,14
2020-05-31,IN_DD,,,,-77,-45,-84,-35,-12,17
2020-05-31,IN_DL,,,,-76,-42,-93,-63,-36,18
2020-05-31,IN_DN,,,,-54,33,-63,-46,-6,14
2020-05-31,IN_GA,,,,-69,-35,-70,-42,-16,13
2020-05-31,IN_GJ,,,,-76,-31,-70,-43,-17,16
2020-05-31,IN_HP,,,,-66,-27,-42,-27,5,9
2020-05-31,IN_HR,,,,-72,-31,-87,-57,-20,14
2020-05-31,IN_JH,,,,-71,-21,-51,-49,-10,12
2020-05-31,IN_JK,,,,54,217,275,279,241,11
2020-05-31,IN_KA,,,,-68,-19,-71,-38,-14,13
2020-05-31,IN_KL,,,,-86,-53,-24,-51,-10,22
2020-05-31,IN_LD,,,,,,34,,-5,
2020-05-31,IN_MH,,,,-79,-38,-75,-61,-29,19
2020-05-31,IN_ML,,,,-76,-51,-24,-31,-6,13
2020-05-31,IN_MN,,,,-77,-26,-19,-25,-10,10
2020-05-31,IN_MP,,,,-73,-21,-68,-49,-14,14
2020-05-31,IN_MZ,,,,-76,-6,-18,-21,-16,9
2020-05-31,IN_NL,,,,-72,-27,-62,-57,0,10
2020-05-31,IN_OR,,,,-66,-11,-37,-39,-5,9
2020-05-31,IN_PB,,,,-68,-21,-74,-55,-15,11
2020-05-31,IN_PY,,,,-69,-24,-78,-35,-5,19
2020-05-31,IN_RJ,,,,-67,-2,-73,-43,-11,10
2020-05-31,IN_SK,,,,-65,-34,-48,-57,-1,9
2020-05-31,IN_TG,,,,-75,-20,-67,-44,-16,13
2020-05-31,IN_TN,,,,-68,-11,-46,-36,-7,13
2020-05-31,IN_TR,,,,-71,-11,-12,-39,-1,10
2020-05-31,IN_UP,,,,-70,-9,-52,-53,-16,11
2020-05-31,IN_UT,,,,-66,-20,-56,-46,-12,14
2020-05-31,IN_WB,,,,-76,-16,-50,-51,-16,13
2020-05-31,IQ,,,,-30,-10,-21,-29,-28,14
2020-05-31,IS,3.18,,-56.01,,,,,,
2020-05-31,IT,-17.01,-65.57,-45.95,-37,-31,15,-32,-2,5
2020-05-31,IT_21,-12.88,,,-40,-30,22,-27,-1,5
2020-05-31,IT_23,-54.75,,,-67,-40,-43,-52,-29,
2020-05-31,IT_25,-14.24,,,-37,-28,38,-37,-1,6
2020-05-31,IT_34,-2.1,,,-36,-38,31,-30,-3,4
2020-05-31,IT_36,3.75,,,-35,-37,32,-22,0,5
2020-05-31,IT_42,-17.61,,,-38,-25,-8,-32,-3,5
2020-05-31,IT_45,-15.95,,,-36,-23,37,-39,0,4
2020-05-31,IT_52,-19.84,,,-39,-27,21,-30,-1,4
2020-05-31,IT_55,-20.66,,,-42,-37,11,-22,-1,6
2020-05-31,IT_57,-13.52,,,-36,-31,18,-20,-3,7
2020-05-31,IT_62,-31.52,,,-36,-22,-1,-47,1,5
2020-05-31,IT_65,-29.62,,,-42,-38,10,-44,-3,7
2020-05-31,IT_67,-45.2,,,-44,-33,23,-33,-5,8
2020-05-31,IT_72,-16.4,,,-37,-21,-6,-37,-1,5
2020-05-31,IT_75,-16.62,,,-30,-23,39,-45,-4,5
2020-05-31,IT_77,-37.55,,,-35,-27,-4,-36,-2,6
2020-05-31,IT_78,-21.89,,,-36,-20,6,-47,-2,5
2020-05-31,IT_82,-24.04,,,-51,-71,4,-48,-9,4
2020-05-31,IT_88,11.37,,,-37,-32,67,-24,-4,0
2020-05-31,IT_TN,-26.03,,,-52,-73,-12,-33,-21,5
2020-05-31,JM,,,,-44,-26,-42,-41,-16,10
2020-05-31,JO,,,,-25,-7,-18,-70,-25,9
2020-05-31,JP,-16.75,-13.92,-28.59,-22,0,-16,-39,-14,7
2020-05-31,JP_01,-6.77,,,-16,4,41,-28,-14,4
2020-05-31,JP_02,3.63,,,-4,6,65,-13,-5,1
2020-05-31,JP_03,-9.43,,,-7,6,36,-25,-6,3
2020-05-31,JP_04,-8.2,,,-15,2,18,-39,-11,6
2020-05-31,JP_05,-0.36,,,2,7,89,-13,-5,2
2020-05-31,JP_06,-6.46,,,-8,5,33,-23,-8,3
2020-05-31,JP_07,-17.31,,,-10,2,18,-32,-9,6
2020-05-31,JP_08,-14.79,,,-12,2,5,-36,-9,7
2020-05-31,JP_09,-21.87,,,-17,0,-8,-31,-10,7
2020-05-31,JP_10,-17.52,,,-17,-1,-5,-40,-8,7
2020-05-31,JP_11,-14.71,,,-21,1,2,-41,-15,8
2020-05-31,JP_12,-15.64,,,-24,2,15,-39,-14,8
2020-05-31,JP_13,-24.41,,,-39,-1,-7,-47,-22,10
2020-05-31,JP_14,-14.81,,,-28,0,-3,-39,-17,9
2020-05-31,JP_15,-8.66,,,-8,5,35,-36,-9,4
2020-05-31,JP_16,-8.76,,,-19,6,13,-35,-11,7
2020-05-31,JP_17,-14.45,,,-20,5,-7,-37,-13,7
2020-05-31,JP_18,-15.59,,,-14,6,-14,-28,-11,6
2020-05-31,JP_19,-35.66,,,-18,0,-33,-50,-9,7
2020-05-31,JP_20,-26.44,,,-18,0,-24,-47,-8,6
2020-05-31,JP_21,-18.28,,,-20,-1,-54,-44,-13,8
2020-05-31,JP_22,-18.5,,,-18,-1,-35,-49,-13,8
2020-05-31,JP_23,-9.03,,,-22,-3,-45,-47,-15,9
2020-05-31,JP_24,-19.48,,,-18,-5,-60,-52,-13,8
2020-05-31,JP_25,-16.44,,,-18,4,-47,-49,-14,8
2020-05-31,JP_26,-28.21,,,-27,-2,-46,-53,-19,9
2020-05-31,JP_27,-14.4,,,-29,-2,-38,-45,-18,8
2020-05-31,JP_28,-14.02,,,-26,1,-40,-45,-17,8
2020-05-31,JP_29,-14.88,,,-18,3,-40,-43,-16,8
2020-05-31,JP_30,-18.48,,,-15,1,-38,-44,-13,8
2020-05-31,JP_31,-14.43,,,-11,6,-18,-38,-9,5
2020-05-31,JP_32,-20.2,,,-15,1,-14,-34,-8,6
2020-05-31,JP_33,-9.88,,,-21,-1,-40,-44,-11,7
2020-05-31,JP_34,-15.1,,,-19,-2,-38,-45,-14,8
2020-05-31,JP_35,-18.2,,,-13,0,-16,-38,-10,7
2020-05-31,JP_36,-28.27,,,-16,0,-48,-53,-10,8
2020-05-31,JP_37,-24.75,,,-19,-2,-40,-51,-11,8
2020-05-31,JP_38,-22.22,,,-14,0,-28,-42,-10,7
2020-05-31,JP_39,-20.93,,,-16,-8,-52,-43,-12,8
2020-05-31,JP_40,-15.17,,,-23,-1,-8,-45,-15,8
2020-05-31,JP_41,-20.69,,,-12,1,-22,-41,-10,6
2020-05-31,JP_42,-19.87,,,-10,4,-5,-34,-9,5
2020-05-31,JP_43,-14.88,,,-13,1,-11,-34,-11,6
2020-05-31,JP_44,-24.89,,,-14,-1,-43,-42,-13,7
2020-05-31,JP_45,-23.02,,,-14,2,-53,-39,-9,6
2020-05-31,JP_46,-18.28,,,-10,5,-27,-42,-6,6
2020-05-31,JP_47,-30.2,,,-22,-8,-43,-57,-16,8
2020-05-31,KE,,,,-37,-27,-19,-33,-3,14
2020-05-31,KG,,,,-19,-5,7,-25,4,-4
2020-05-31,KH,-52.6,,-31.61,-24,-16,-16,-44,-8,6
2020-05-31,KR,,,,-3,21,44,-4,-4,2
2020-05-31,KW,,,,-66,-44,-60,-59,-60,31
2020-05-31,KZ,,,,-13,-3,22,3,5,-2
2020-05-31,LA,,,,-14,-2,-9,-23,6,3
2020-05-31,LB,,,,-35,-13,15,-64,0,2
2020-05-31,LI,,,,,,,-8,,
2020-05-31,LK,,,,-81,-85,-55,-74,-33,26
2020-05-31,LT,21.67,,5.67,-25,21,153,-14,18,-6
2020-05-31,LU,-32.42,-60.39,-27.1,-33,-8,143,-24,0,2
2020-05-31,LV,25.6,,-20.28,-3,13,135,-4,8,-6
2020-05-31,LY,,,,-11,12,9,-23,-10,9
2020-05-31,MA,-68.46,,-76.41,-73,-47,-65,-66,-31,20
2020-05-31,MD,,,,-36,-17,-12,-43,-2,4
2020-05-31,MK,,,,-32,-7,16,-39,-4,5
2020-05-31,ML,,,,-10,-12,-6,-36,10,6
2020-05-31,MM,,,,-34,-17,-19,-30,-2,10
2020-05-31,MN,,,,28,63,57,26,21,-10
2020-05-31,MT,,,,-41,-18,18,-25,-8,7
2020-05-31,MU,,,,-18,-9,-50,-42,6,7
2020-05-31,MX,-47.95,-73.17,-58.85,-57,-19,-52,-52,-11,12
2020-05-31,MX_AGU,-40.8,,,-50,-9,-24,-60,1,8
2020-05-31,MX_BCN,-28.08,,,-54,-12,-48,-54,-16,13
2020-05-31,MX_BCS,-58.49,,,-66,-25,-58,-68,-27,14
2020-05-31,MX_CAM,-27.47,,,-66,-24,-65,-61,-17,16
2020-05-31,MX_CHH,-21.49,,,-57,-17,-42,-55,-6,10
2020-05-31,MX_CHP,-48.4,,,-65,-30,-57,-61,-16,15
2020-05-31,MX_CMX,,,,-68,-28,-67,-54,-21,14
2020-05-31,MX_COA,-7.96,,,-50,-15,-48,-44,0,8
2020-05-31,MX_COL,-39.04,,,-54,-13,-35,-55,0,11
2020-05-31,MX_DUR,-20.06,,,-49,-13,-41,-43,1,8
2020-05-31,MX_GRO,-49.96,,,-66,-32,-62,-66,-17,15
2020-05-31,MX_GUA,-44.11,,,-53,-9,-46,-41,0,9
2020-05-31,MX_HID,-50.48,,,-56,-22,-47,-53,-2,13
2020-05-31,MX_JAL,-51.8,,,-46,-8,-39,-50,-4,8
2020-05-31,MX_MEX,-54.2,,,-52,-15,-46,-47,-10,12
2020-05-31,MX_MIC,-43.36,,,-47,-11,-27,-44,0,8
2020-05-31,MX_MOR,-40.41,,,-60,-24,-50,-53,-9,14
2020-05-31,MX_NAY,-54.34,,,-63,-22,-56,-47,-12,12
2020-05-31,MX_NLE,-38.03,,,-51,-13,-51,-55,-9,10
2020-05-31,MX_OAX,-56.25,,,-60,-36,-56,-56,-10,12
2020-05-31,MX_PUE,-53.88,,,-58,-21,-51,-40,-9,12
2020-05-31,MX_QUE,-49.4,,,-60,-17,-56,-34,-9,12
2020-05-31,MX_ROO,-75.14,,,-73,-37,-72,-85,-39,21
2020-05-31,MX_SIN,-35.73,,,-64,-19,-50,-64,-12,15
2020-05-31,MX_SLP,-31.02,,,-48,-13,-47,-51,1,8
2020-05-31,MX_SON,-26.1,,,-59,-19,-53,-58,-8,12
2020-05-31,MX_TAB,-51.96,,,-87,-81,-74,-79,-42,20
2020-05-31,MX_TAM,-2.58,,,-53,-15,-54,-54,-7,11
2020-05-31,MX_TLA,-16.31,,,-45,-10,-36,-39,7,11
2020-05-31,MX_VER,-37.12,,,-55,-17,-52,-52,-13,12
2020-05-31,MX_YUC,-63.67,,,-73,-40,-72,-77,-21,21
2020-05-31,MX_ZAC,-40.98,,,-50,-13,-39,-46,3,8
2020-05-31,MY,-17.03,,-45.18,-51,-18,-47,-56,-19,17
2020-05-31,MY_01,,,,-55,-21,-53,-63,-28,18
2020-05-31,MY_02,,,,-45,-14,-30,-67,-24,15
2020-05-31,MY_03,,,,-26,1,0,-43,-21,13
2020-05-31,MY_04,,,,-61,-21,-72,-54,-14,18
2020-05-31,MY_05,,,,-57,-25,-59,-51,-11,18
2020-05-31,MY_06,,,,-64,-29,-47,-52,-9,16
2020-05-31,MY_07,,,,-52,-17,-78,-48,-16,19
2020-05-31,MY_08,,,,-56,-30,-51,-58,-12,17
2020-05-31,MY_09,,,,-49,-27,-56,-90,-8,16
2020-05-31,MY_10,,,,-49,-15,-48,-58,-17,19
2020-05-31,MY_11,,,,-38,-2,-27,-55,-24,13
2020-05-31,MY_12,,,,-54,-25,-35,-67,-16,13
2020-05-31,MY_13,,,,-50,-15,-26,-73,-14,14
2020-05-31,MY_16,,,,-42,43,-43,-61,-13,
2020-05-31,MZ,,,,-23,-3,-29,-24,7,10
2020-05-31,"NA",,,,-9,10,-15,-55,6,5
2020-05-31,NE,,,,1,9,-12,-5,12,0
2020-05-31,NG,,,,-36,-26,-36,-32,5,14
2020-05-31,NI,,,,-52,-31,-48,-55,-27,14
2020-05-31,NL,-17.64,-59.8,-15.78,-43,-16,154,-31,6,2
2020-05-31,NL_DR,26.03,,,-29,-41,165,-5,8,2
2020-05-31,NL_FL,1.23,,,-32,-9,,-26,4,2
2020-05-31,NL_FR,31.8,,,-22,-17,363,27,10,1
2020-05-31,NL_GE,-14.99,,,-39,-27,180,-16,8,2
2020-05-31,NL_GR,-6.42,,,-52,-22,195,-29,3,3
2020-05-31,NL_LI,10.16,,,-50,-18,119,-6,1,4
2020-05-31,NL_NB,-25.23,,,-50,-5,130,-38,5,3
2020-05-31,NL_NH,-30.77,,,-46,-7,111,-56,1,3
2020-05-31,NL_OV,-2.5,,,-46,-38,200,-21,8,2
2020-05-31,NL_UT,,,,-49,-33,134,-37,12,2
2020-05-31,NL_ZE,94.65,,,-5,27,267,45,7,2
2020-05-31,NL_ZH,-21.83,,,-39,-15,151,-25,6,2
2020-05-31,NO,30.2,-31.2,-9.41,-13,49,172,-12,-3,-3
2020-05-31,NO_03,,,,-31,20,101,-29,-1,-2
2020-05-31,NO_11,37.01,,,-17,33,130,-13,-2,-4
2020-05-31,NO_15,102.9,,,10,,,40,-5,-4
2020-05-31,NO_18,55.39,,,-7,,215,-35,-5,-4
2020-05-31,NO_30,17.53,,,-8,54,224,-26,0,-2
2020-05-31,NO_34,60.94,,,-12,66,224,-47,-12,-2
2020-05-31,NO_38,66.88,,,15,101,223,0,3,-3
2020-05-31,NO_42,104.72,,,8,80,122,15,-3,-3
2020-05-31,NO_46,58.15,,,-6,59,198,8,-4,-4
2020-05-31,NO_50,18.92,,,-21,41,360,-22,-5,-3
2020-05-31,NO_54,16.42,,,-38,11,87,-35,-8,-1
2020-05-31,NP,,,,-63,-46,-40,-57,-48,19
2020-05-31,NZ,-22.43,-53.2,-48,-15,-13,-31,-41,-11,5
2020-05-31,OM,,,,-42,-30,-40,-59,-30,16
2020-05-31,PA,,,,-93,-92,-82,-87,-64,33
2020-05-31,PE,,,,-97,-94,-87,-92,-69,33
2020-05-31,PE_AMA,,,,,,-71,-84,-43,
2020-05-31,PE_ANC,,,,-96,-94,-78,-94,-64,32
2020-05-31,PE_APU,,,,-96,-86,-76,-85,-44,
2020-05-31,PE_ARE,,,,-97,-93,-85,-89,-64,34
2020-05-31,PE_AYA,,,,-92,-92,-81,-89,-49,
2020-05-31,PE_CAJ,,,,-94,-91,-78,-92,-56,32
2020-05-31,PE_CAL,,,,-96,-94,-90,-94,-77,31
2020-05-31,PE_CUS,,,,-97,-93,-81,-92,-56,35
2020-05-31,PE_HUC,,,,-97,-93,-83,-89,-59,
2020-05-31,PE_HUV,,,,,,-65,-79,-31,
2020-05-31,PE_ICA,,,,-96,-95,-90,-96,-67,35
2020-05-31,PE_JUN,,,,-96,-94,-80,-92,-55,35
2020-05-31,PE_LAL,,,,-96,-93,-85,-91,-67,33
2020-05-31,PE_LAM,,,,-96,-93,-83,-94,-65,31
2020-05-31,PE_LIM,,,,-98,-96,-93,-93,-78,33
2020-05-31,PE_LOR,,,,-92,-85,-76,-87,-44,29
2020-05-31,PE_MDD,,,,-94,-92,-83,-76,-51,
2020-05-31,PE_MOQ,,,,-96,-97,-90,-96,-61,
2020-05-31,PE_PAS,,,,,,-74,,-41,
2020-05-31,PE_PIU,,,,-95,-92,-80,-93,-62,32
2020-05-31,PE_PUN,,,,-94,-91,-79,-90,-55,34
2020-05-31,PE_SAM,,,,-95,-93,-74,-93,-57,33
2020-05-31,PE_TAC,,,,-97,-94,-91,-94,-70,
2020-05-31,PE_TUM,,,,-92,-83,-80,-84,-55,
2020-05-31,PE_UCA,,,,-95,-87,-75,-80,-48,
2020-05-31,PG,,,,6,29,-4,-21,24,
2020-05-31,PH,-62.18,-72.63,-61.67,-74,-40,-57,-69,-30,21
2020-05-31,PK,,,,-35,-23,-18,-27,-2,8
2020-05-31,PK_BA,,,,-20,-19,-10,-15,-8,7
2020-05-31,PK_GB,,,,,,108,,24,
2020-05-31,PK_KP,,,,-27,-14,-11,-23,-3,5
2020-05-31,PK_PB,,,,-31,-18,-15,-23,1,8
2020-05-31,PK_SD,,,,-45,-32,-38,-34,-6,8
2020-05-31,PL,-1.73,,-34.63,-34,-15,42,-35,5,2
2020-05-31,PL_02,-5.84,,,,,,,,
2020-05-31,PL_04,33.51,,,-14,7,110,-15,12,-2
2020-05-31,PL_06,3.89,,,-41,-21,-3,-48,6,4
2020-05-31,PL_08,37.55,,,-11,-1,176,-19,7,-1
2020-05-31,PL_10,0.02,,,-29,-8,,-25,8,2
2020-05-31,PL_12,-41.78,,,-63,-51,-65,-64,-5,7
2020-05-31,PL_14,-13.92,,,-37,-10,17,-39,10,0
2020-05-31,PL_16,3.67,,,-38,-31,7,-35,-3,5
2020-05-31,PL_18,2.92,,,-40,-23,-16,-49,5,6
2020-05-31,PL_20,,,,-20,7,146,-18,13,-1
2020-05-31,PL_22,39.33,,,-12,8,120,-20,13,-2
2020-05-31,PL_24,-24.12,,,-54,-39,-43,-48,-7,7
2020-05-31,PL_26,27.36,,,-45,-15,3,-37,3,5
2020-05-31,PL_28,89.32,,,5,26,159,-13,16,-3
2020-05-31,PL_30,3.1,,,-19,4,129,-25,8,0
2020-05-31,PL_32,65.65,,,-4,-3,111,-6,13,-2
2020-05-31,PR,,,,-58,-64,-34,-65,-27,14
2020-05-31,PT,-26.69,,-69.69,-45,-22,-2,-50,-5,6
2020-05-31,PT_20,,,,-42,-23,1,-73,-1,4
2020-05-31,PT_30,,,,-49,-29,-37,-40,-18,9
2020-05-31,PY,,,,-50,-28,-61,-56,-3,16
2020-05-31,QA,,,,-30,1,-16,-39,-23,18
2020-05-31,RE,,,,-71,,-55,-73,,
2020-05-31,RO,-21.08,,-40.24,-37,-8,-13,-24,0,2
2020-05-31,RS,-18.65,,-36.1,-21,-14,-2,-27,-14,-1
2020-05-31,RU,-3.44,,-28.1,-32,-7,11,-27,-1,-3
2020-05-31,RW,,,,-35,-24,-16,-42,-2,11
2020-05-31,SA,-17.22,,-10.72,-30,-9,-35,-61,-29,15
2020-05-31,SE,40.01,-20.47,-1.53,2,11,202,-12,9,-2
2020-05-31,SE_110,32.24,,,-8,3,139,-24,11,-1
2020-05-31,SE_121,43.49,,,-1,14,178,-19,16,0
2020-05-31,SE_122,70.03,,,29,22,,-10,15,-2
2020-05-31,SE_123,53.02,,,13,18,258,-8,12,-3
2020-05-31,SE_124,47.48,,,5,17,,-7,9,-3
2020-05-31,SE_125,52.23,,,14,23,,-12,11,-2
2020-05-31,SE_211,37.6,,,4,18,,-1,4,-2
2020-05-31,SE_212,46.72,,,1,16,,-9,4,
2020-05-31,SE_213,56.12,,,22,24,,-5,13,-2
2020-05-31,SE_214,,,,,14,,-26,15,
2020-05-31,SE_221,61.07,,,36,18,,20,7,
2020-05-31,SE_224,,,,5,11,182,-16,14,-1
2020-05-31,SE_231,62.4,,,22,26,,7,10,-2
2020-05-31,SE_232,37.88,,,1,11,191,-9,7,-2
2020-05-31,SE_311,32.79,,,-12,6,99,-2,6,-3
2020-05-31,SE_312,20.17,,,-17,13,115,-6,-3,-2
2020-05-31,SE_313,56.93,,,0,18,151,0,10,-3
2020-05-31,SE_321,51.75,,,1,22,,1,6,-4
2020-05-31,SE_331,55.14,,,-4,16,167,-19,4,-4
2020-05-31,SE_332,31.99,,,0,19,,-12,4,-4
2020-05-31,SG,-54.66,-80.12,-66.92,-62,-22,-61,-64,-37,26
2020-05-31,SI,-8.91,,-17.4,-33,-82,31,-17,-4,0
2020-05-31,SK,-16.08,-44.19,-45.43,-72,-88,-42,-56,-11,6
2020-05-31,SN,,,,-33,-26,-26,-47,5,9
2020-05-31,SV,,,,-82,-65,-76,-76,-49,21
2020-05-31,TG,,,,-22,-13,-7,-41,8,11
2020-05-31,TH,-10.21,,-53.74,-24,5,-32,-34,-7,8
2020-05-31,TJ,,,,-33,-34,-22,-37,-13,4
2020-05-31,TR,-32.15,,-63.63,-77,-57,-41,-74,-34,15
2020-05-31,TT,,,,-41,-14,-40,-70,-9,10
2020-05-31,TW,6.31,-32.79,-10.85,-2,8,19,-15,-6,1
2020-05-31,TZ,,,,-17,-4,-10,-9,-6,3
2020-05-31,UA,8.4,,-17.48,-19,1,15,-16,4,1
2020-05-31,UG,,,,-52,-36,-24,-65,-3,16
2020-05-31,US,-2.04,-67.24,-13.04,-23,-4,47,-30,-16,5
2020-05-31,US_AK,28.74,,,9,14,125,-25,-7,1
2020-05-31,US_AK_02020,16.46,,,-2,8,,-29,-13,1
2020-05-31,US_AK_02090,38.26,,,18,17,,-50,-7,-1
2020-05-31,US_AK_02110,5.52,,,-21,,,-37,-20,
2020-05-31,US_AK_02122,116.15,,,53,,,,10,
2020-05-31,US_AK_02170,50.88,,,30,22,,,-5,0
2020-05-31,US_AL,29.4,,,-9,5,79,3,-14,3
2020-05-31,US_AL_01001,72.95,,,-6,8,,,-12,
2020-05-31,US_AL_01003,193.37,,,16,36,109,30,-6,1
2020-05-31,US_AL_01005,157.72,,,,,,,-13,
2020-05-31,US_AL_01007,47.55,,,,,,,-22,
2020-05-31,US_AL_01009,30.06,,,5,,,,-21,
2020-05-31,US_AL_01013,303.28,,,,,,,-18,
2020-05-31,US_AL_01015,9.76,,,-4,-2,,,-10,2
2020-05-31,US_AL_01017,86.17,,,4,11,,,-9,
2020-05-31,US_AL_01019,190.13,,,,,,,-1,
2020-05-31,US_AL_01021,128.74,,,0,,,28,-12,
2020-05-31,US_AL_01025,7.96,,,,,,,-9,
2020-05-31,US_AL_01029,23.8,,,,,,4,,
2020-05-31,US_AL_01031,59.86,,,-1,8,,,-9,
2020-05-31,US_AL_01033,26.58,,,4,19,,10,-10,
2020-05-31,US_AL_01035,183.92,,,,,,11,,
2020-05-31,US_AL_01039,130.22,,,5,14,,,-11,
2020-05-31,US_AL_01043,47.77,,,-1,12,,23,-14,1
2020-05-31,US_AL_01045,17.02,,,-11,8,,-3,-17,
2020-05-31,US_AL_01047,15.53,,,-1,-3,,,-14,
2020-05-31,US_AL_01049,64.27,,,2,17,,,-7,
2020-05-31,US_AL_01051,80.75,,,-5,3,,,-14,4
2020-05-31,US_AL_01053,70.77,,,-5,,,,-16,
2020-05-31,US_AL_01055,29.34,,,-7,5,,-10,-13,3
2020-05-31,US_AL_01059,16.14,,,-1,,,,0,
2020-05-31,US_AL_01061,74.41,,,,,,,-11,
2020-05-31,US_AL_01063,62.38,,,,,,-12,,
2020-05-31,US_AL_01067,,,,,,,,-24,
2020-05-31,US_AL_01069,30.53,,,-11,3,,19,-15,3
2020-05-31,US_AL_01071,36.37,,,15,,,,-15,
2020-05-31,US_AL_01073,-0.53,,,-23,-4,54,-28,-20,5
2020-05-31,US_AL_01077,27.46,,,-3,6,,,-13,3
2020-05-31,US_AL_01079,60.89,,,,,,,-9,
2020-05-31,US_AL_01081,1.66,,,-18,-2,,,-15,4
2020-05-31,US_AL_01083,20.78,,,-1,10,,,-9,2
2020-05-31,US_AL_01085,205.61,,,,,,8,,
2020-05-31,US_AL_01087,58.83,,,,,,3,-30,
2020-05-31,US_AL_01089,-0.37,,,-18,-3,84,-36,-15,4
2020-05-31,US_AL_01091,31.35,,,,,,,-19,
2020-05-31,US_AL_01093,46.26,,,,,,,-7,
2020-05-31,US_AL_01095,55.4,,,4,15,,,-12,1
2020-05-31,US_AL_01097,23.41,,,-4,8,56,0,-12,3
2020-05-31,US_AL_01099,-5.76,,,,,,,,
2020-05-31,US_AL_01101,21.69,,,-22,5,11,1,-20,6
2020-05-31,US_AL_01103,26.35,,,-3,5,54,12,-11,2
2020-05-31,US_AL_01107,9.07,,,,,,,,
2020-05-31,US_AL_01109,33.02,,,-7,1,,,-16,
2020-05-31,US_AL_01111,73.15,,,,,,,-16,
2020-05-31,US_AL_01113,70.55,,,2,21,,,-14,
2020-05-31,US_AL_01115,43.79,,,2,7,,6,-14,3
2020-05-31,US_AL_01117,12.81,,,-12,-2,105,,-15,4
2020-05-31,US_AL_01119,60.51,,,,,,,,
2020-05-31,US_AL_01121,28.08,,,2,17,33,13,-20,2
2020-05-31,US_AL_01123,154.34,,,9,,,,-15,
2020-05-31,US_AL_01125,-9.8,,,-17,-1,,-8,-20,5
2020-05-31,US_AL_01127,35.75,,,-2,15,,7,-5,
2020-05-31,US_AL_01133,97.35,,,,,,,-5,
2020-05-31,US_AR,21.57,,,-4,13,114,1,-10,2
2020-05-31,US_AR_05001,-45.09,,,,,,,,
2020-05-31,US_AR_05003,-30.63,,,,,,,-11,
2020-05-31,US_AR_05005,66.35,,,11,22,,,-13,
2020-05-31,US_AR_05007,19.06,,,-9,4,105,-55,-13,3
2020-05-31,US_AR_05009,62.51,,,6,,,,-8,
2020-05-31,US_AR_05015,225.76,,,31,,,,-7,
2020-05-31,US_AR_05017,0.46,,,,,,,,
2020-05-31,US_AR_05019,41.86,,,0,,,6,-19,
2020-05-31,US_AR_05023,379.45,,,,,,,-12,
2020-05-31,US_AR_05027,0.82,,,,,,,-6,
2020-05-31,US_AR_05029,33.84,,,,,,22,-6,
2020-05-31,US_AR_05031,-1.25,,,-10,13,,-15,-8,1
2020-05-31,US_AR_05033,61.4,,,10,13,,,-7,
2020-05-31,US_AR_05035,47.53,,,9,14,,8,-14,
2020-05-31,US_AR_05037,-1.8,,,,,,,,
2020-05-31,US_AR_05041,-35.62,,,,,,,,
2020-05-31,US_AR_05043,-8.88,,,,,,,,
2020-05-31,US_AR_05045,11.93,,,-7,9,,,-12,2
2020-05-31,US_AR_05047,67.19,,,,,,21,,
2020-05-31,US_AR_05051,97.3,,,2,10,93,,-17,2
2020-05-31,US_AR_05053,21.28,,,,,,,,
2020-05-31,US_AR_05055,2.74,,,2,14,,,-9,
2020-05-31,US_AR_05057,58.57,,,,,,,-5,
2020-05-31,US_AR_05059,74.62,,,5,,,,-9,
2020-05-31,US_AR_05063,16.29,,,0,,,,-8,
2020-05-31,US_AR_05067,-0.68,,,,,,,,
2020-05-31,US_AR_05069,4.03,,,-4,12,,13,-12,
2020-05-31,US_AR_05071,40.64,,,,,,,-2,
2020-05-31,US_AR_05075,45.39,,,,,,,,
2020-05-31,US_AR_05083,,,,,,,,-12,
2020-05-31,US_AR_05085,28.69,,,4,24,,,-10,
2020-05-31,US_AR_05087,90.72,,,,,,,,
2020-05-31,US_AR_05091,44.42,,,1,16,,-10,-6,
2020-05-31,US_AR_05093,23.12,,,14,,,-8,2,
2020-05-31,US_AR_05095,33.8,,,,,,,,
2020-05-31,US_AR_05099,,,,,,,-2,,
2020-05-31,US_AR_05103,22.48,,,,,,,-9,
2020-05-31,US_AR_05111,-6.99,,,,,,,5,
2020-05-31,US_AR_05113,,,,,,,,-7,
2020-05-31,US_AR_05115,7.6,,,-1,27,,12,-18,
2020-05-31,US_AR_05117,46.93,,,,,,,,
2020-05-31,US_AR_05119,2.22,,,-13,9,61,-12,-14,3
2020-05-31,US_AR_05121,,,,,,,,-5,
2020-05-31,US_AR_05123,55.05,,,,,,12,-11,
2020-05-31,US_AR_05125,30.14,,,2,10,,-4,-15,2
