key,date,current_hospitalized,current_intensive_care,total_recovered,total_deceased,current_hospitalized_female,current_hospitalized_male,current_intensive_care_female,current_intensive_care_male,total_recovered_female,total_recovered_male,total_deceased_female,total_deceased_male,new_recovered,new_deceased,new_recovered_female,new_recovered_male,new_deceased_female,new_deceased_male
FR_OCC,2020-05-02,600,137,2122,409,290,310,33,104,1039,1083,173,236,5,15,2,3,10,5
FR_OCC,2020-05-03,607,135,2124,410,296,311,32,103,1040,1084,174,236,2,1,1,1,1,0
FR_OCC,2020-05-04,569,126,2153,424,270,299,26,100,1054,1099,184,240,29,14,14,15,10,4
FR_OCC,2020-05-05,533,118,2214,436,245,288,20,98,1089,1125,190,246,61,12,35,26,6,6
FR_OCC,2020-05-06,496,112,2256,441,224,272,20,92,1113,1143,191,250,42,5,24,18,1,4
FR_OCC,2020-05-07,463,103,2289,448,213,250,21,82,1128,1161,193,255,33,7,15,18,2,5
FR_OCC,2020-05-08,437,107,2328,450,186,251,20,87,1156,1172,194,256,39,2,28,11,1,1
FR_OCC,2020-05-09,435,108,2334,452,187,248,20,88,1159,1175,195,257,6,2,3,3,1,1
FR_OCC,2020-05-10,436,108,2340,453,186,250,20,88,1162,1178,195,258,6,1,3,3,0,1
FR_OCC,2020-05-11,432,105,2353,454,186,246,19,86,1167,1186,196,258,13,1,5,8,1,0
FR_OCC,2020-05-12,405,94,2393,459,177,228,17,77,1185,1208,199,260,40,5,18,22,3,2
FR_OCC,2020-05-13,404,97,2420,460,183,221,20,77,1195,1225,199,261,27,1,10,17,0,1
FR_OCC,2020-05-14,374,88,2453,465,173,201,18,70,1209,1244,200,265,33,5,14,19,1,4
FR_OCC,2020-05-15,352,83,2475,467,163,189,16,67,1220,1255,202,265,22,2,11,11,2,0
FR_OCC,2020-05-16,347,80,2490,469,159,188,16,64,1227,1263,203,266,15,2,7,8,1,1
FR_OCC,2020-05-17,346,80,2500,470,160,186,16,64,1230,1270,204,266,10,1,3,7,1,0
FR_OCC,2020-05-18,326,81,2522,472,152,174,16,65,1242,1280,204,268,22,2,12,10,0,2
FR_OCC,2020-05-19,313,76,2539,471,141,172,13,63,1252,1287,204,267,17,-1,10,7,0,-1
FR_OCC,2020-05-20,297,67,2567,477,137,160,10,57,1262,1305,209,268,28,6,10,18,5,1
FR_OCC,2020-05-21,291,65,2581,478,129,162,10,55,1269,1312,210,268,14,1,7,7,1,0
FR_OCC,2020-05-22,296,62,2589,481,132,164,11,51,1269,1320,210,271,8,3,0,8,0,3
FR_OCC,2020-05-23,290,60,2595,482,126,164,10,50,1274,1321,211,271,6,1,5,1,1,0
FR_OCC,2020-05-24,292,60,2596,483,128,164,10,50,1274,1322,211,272,1,1,0,1,0,1
FR_OCC,2020-05-25,281,56,2612,486,126,155,11,45,1281,1331,212,274,16,3,7,9,1,2
FR_OCC,2020-05-26,272,55,2633,488,123,149,11,44,1291,1342,214,274,21,2,10,11,2,0
FR_OCC,2020-05-27,268,55,2645,488,116,152,11,44,1300,1345,214,274,12,0,9,3,0,0
FR_OCC,2020-05-28,251,50,2662,491,107,144,11,39,1311,1351,215,276,17,3,11,6,1,2
FR_OCC,2020-05-29,248,47,2668,492,104,144,11,36,1314,1354,215,277,6,1,3,3,0,1
FR_OCC,2020-05-30,241,45,2684,492,101,140,11,34,1319,1365,215,277,16,0,5,11,0,0
FR_OCC,2020-05-31,235,44,2688,495,101,134,11,33,1320,1368,215,280,4,3,1,3,0,3
FR_OCC,2020-06-01,236,43,2688,496,101,135,11,32,1320,1368,215,281,0,1,0,0,0,1
FR_OCC,2020-06-02,238,38,2693,497,102,136,9,29,1321,1372,216,281,5,1,1,4,1,0
FR_OCC,2020-06-03,220,37,2711,499,91,129,9,28,1331,1380,217,282,18,2,10,8,1,1
FR_OCC,2020-06-04,205,35,2724,499,88,117,9,26,1333,1391,217,282,13,0,2,11,0,0
FR_OCC,2020-06-05,184,21,2739,501,79,105,5,16,1339,1400,217,284,15,2,6,9,0,2
FR_OCC,2020-06-06,173,20,2752,502,72,101,5,15,1347,1405,217,285,13,1,8,5,0,1
FR_OCC,2020-06-07,173,20,2752,502,72,101,5,15,1347,1405,217,285,0,0,0,0,0,0
FR_OCC,2020-06-08,170,20,2758,502,70,100,5,15,1350,1408,217,285,6,0,3,3,0,0
FR_OCC,2020-06-09,166,19,2765,503,67,99,4,15,1353,1412,217,286,7,1,3,4,0,1
FR_OCC,2020-06-10,153,20,2776,503,64,89,4,16,1355,1421,217,286,11,0,2,9,0,0
FR_OCC,2020-06-11,149,19,2781,504,61,88,3,16,1357,1424,218,286,5,1,2,3,1,0
FR_OCC,2020-06-12,137,19,2793,506,54,83,3,16,1364,1429,218,288,12,2,7,5,0,2
FR_OCC,2020-06-13,138,18,2794,506,54,84,2,16,1365,1429,218,288,1,0,1,0,0,0
FR_OCC,2020-06-14,137,18,2797,506,53,84,2,16,1367,1430,218,288,3,0,2,1,0,0
FR_OCC,2020-06-15,130,18,2804,508,51,79,2,16,1370,1434,218,290,7,2,3,4,0,2
FR_OCC,2020-06-16,112,16,2823,508,43,69,2,14,1379,1444,218,290,19,0,9,10,0,0
FR_OCC,2020-06-17,109,16,2826,508,42,67,2,14,1380,1446,218,290,3,0,1,2,0,0
FR_OCC,2020-06-18,103,16,2831,508,39,64,2,14,1383,1448,218,290,5,0,3,2,0,0
FR_OCC,2020-06-19,102,16,2832,508,39,63,2,14,1383,1449,218,290,1,0,0,1,0,0
FR_OCC,2020-06-20,98,15,2839,508,36,62,2,13,1388,1451,218,290,7,0,5,2,0,0
FR_OCC,2020-06-21,99,15,2843,508,36,63,2,13,1392,1451,218,290,4,0,4,0,0,0
FR_OCC_09,2020-03-18,1,1,2,0,1,0,1,0,1,1,0,0,,,,,,
FR_OCC_09,2020-03-19,1,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-20,2,1,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-21,2,1,3,0,1,1,1,0,1,2,0,0,1,0,0,1,0,0
FR_OCC_09,2020-03-22,2,1,3,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-23,3,3,3,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-24,3,3,3,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-25,7,3,4,0,1,6,1,2,2,2,0,0,1,0,1,0,0,0
FR_OCC_09,2020-03-26,7,3,4,0,1,6,1,2,2,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-27,8,1,4,0,2,6,0,1,2,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-28,8,1,4,0,2,6,0,1,2,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-29,9,2,4,0,2,7,0,2,2,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-30,11,3,4,0,3,8,0,3,2,2,0,0,0,0,0,0,0,0
FR_OCC_09,2020-03-31,12,3,6,0,5,7,0,3,2,4,0,0,2,0,0,2,0,0
FR_OCC_09,2020-04-01,15,6,7,0,6,9,3,3,2,5,0,0,1,0,0,1,0,0
FR_OCC_09,2020-04-02,17,6,8,1,6,11,3,3,3,5,1,0,1,1,1,0,1,0
FR_OCC_09,2020-04-03,16,6,8,1,6,10,3,3,3,5,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-04,15,5,10,1,6,9,2,3,4,6,1,0,2,0,1,1,0,0
FR_OCC_09,2020-04-05,16,5,10,1,7,9,2,3,4,6,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-06,15,4,11,1,7,8,1,3,4,7,1,0,1,0,0,1,0,0
FR_OCC_09,2020-04-07,17,4,11,1,8,9,1,3,4,7,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-08,18,4,9,1,7,11,1,3,4,5,1,0,-2,0,0,-2,0,0
FR_OCC_09,2020-04-09,16,4,10,1,7,9,1,3,4,6,1,0,1,0,0,1,0,0
FR_OCC_09,2020-04-10,13,4,14,1,6,7,1,3,6,8,1,0,4,0,2,2,0,0
FR_OCC_09,2020-04-11,13,4,14,1,6,7,1,3,6,8,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-12,14,4,14,1,6,8,1,3,6,8,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-13,14,4,14,1,6,8,1,3,6,8,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-14,14,4,14,1,6,8,1,3,6,8,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-15,16,3,14,1,7,9,1,2,6,8,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-16,16,2,14,1,7,9,0,2,6,8,1,0,0,0,0,0,0,0
FR_OCC_09,2020-04-17,12,2,18,2,7,5,1,1,7,11,1,1,4,1,1,3,0,1
FR_OCC_09,2020-04-18,12,2,18,2,7,5,1,1,7,11,1,1,0,0,0,0,0,0
FR_OCC_09,2020-04-19,11,2,19,2,7,4,1,1,7,12,1,1,1,0,0,1,0,0
FR_OCC_09,2020-04-20,12,1,19,2,8,4,0,1,7,12,1,1,0,0,0,0,0,0
FR_OCC_09,2020-04-21,11,1,20,2,8,3,0,1,7,13,1,1,1,0,0,1,0,0
FR_OCC_09,2020-04-22,11,1,20,2,8,3,0,1,7,13,1,1,0,0,0,0,0,0
FR_OCC_09,2020-04-23,12,1,20,2,9,3,0,1,7,13,1,1,0,0,0,0,0,0
FR_OCC_09,2020-04-24,10,1,23,2,6,4,0,1,10,13,1,1,3,0,3,0,0,0
FR_OCC_09,2020-04-25,10,1,23,2,6,4,0,1,10,13,1,1,0,0,0,0,0,0
FR_OCC_09,2020-04-26,10,1,23,2,6,4,0,1,10,13,1,1,0,0,0,0,0,0
FR_OCC_09,2020-04-27,9,1,24,2,5,4,0,1,11,13,1,1,1,0,1,0,0,0
FR_OCC_09,2020-04-28,9,1,24,2,5,4,0,1,11,13,1,1,0,0,0,0,0,0
FR_OCC_09,2020-04-29,10,1,26,2,6,4,0,1,12,14,1,1,2,0,1,1,0,0
FR_OCC_09,2020-04-30,10,1,26,2,6,4,0,1,12,14,1,1,0,0,0,0,0,0
FR_OCC_09,2020-05-01,7,1,29,2,3,4,0,1,15,14,1,1,3,0,3,0,0,0
FR_OCC_09,2020-05-02,7,1,29,2,3,4,0,1,15,14,1,1,0,0,0,0,0,0
FR_OCC_09,2020-05-03,7,1,29,2,3,4,0,1,15,14,1,1,0,0,0,0,0,0
FR_OCC_09,2020-05-04,7,1,29,2,3,4,0,1,15,14,1,1,0,0,0,0,0,0
FR_OCC_09,2020-05-05,7,1,29,2,3,4,0,1,15,14,1,1,0,0,0,0,0,0
FR_OCC_09,2020-05-06,7,1,29,2,3,4,0,1,15,14,1,1,0,0,0,0,0,0
FR_OCC_09,2020-05-07,2,1,29,1,1,1,0,1,15,14,0,1,0,-1,0,0,-1,0
FR_OCC_09,2020-05-08,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-09,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-10,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-11,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-12,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-13,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-14,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-15,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-16,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-17,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-18,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-19,3,2,29,1,1,2,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-20,5,2,29,1,2,3,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-21,6,2,29,1,2,4,0,2,15,14,0,1,0,0,0,0,0,0
FR_OCC_09,2020-05-22,3,1,31,2,2,1,0,1,15,16,0,2,2,1,0,2,0,1
FR_OCC_09,2020-05-23,3,1,31,2,2,1,0,1,15,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-05-24,3,1,31,2,2,1,0,1,15,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-05-25,3,1,31,2,2,1,0,1,15,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-05-26,3,1,31,2,2,1,0,1,15,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-05-27,2,1,32,2,1,1,0,1,16,16,0,2,1,0,1,0,0,0
FR_OCC_09,2020-05-28,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-05-29,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-05-30,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-05-31,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-01,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-02,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-03,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-04,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-05,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-06,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-07,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-08,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-09,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-10,2,1,32,2,1,1,0,1,16,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-11,1,1,33,2,0,1,0,1,17,16,0,2,1,0,1,0,0,0
FR_OCC_09,2020-06-12,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-13,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-14,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-15,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-16,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-17,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-18,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-19,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-20,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_09,2020-06-21,1,1,33,2,0,1,0,1,17,16,0,2,0,0,0,0,0,0
FR_OCC_11,2020-03-18,8,7,9,3,2,6,2,5,7,2,1,2,,,,,,
FR_OCC_11,2020-03-19,18,11,8,6,6,12,4,7,6,2,3,3,-1,3,-1,0,2,1
FR_OCC_11,2020-03-20,26,11,13,8,6,20,3,8,10,3,3,5,5,2,4,1,0,2
FR_OCC_11,2020-03-21,26,9,13,9,6,20,2,7,10,3,3,6,0,1,0,0,0,1
FR_OCC_11,2020-03-22,27,9,13,9,5,22,2,7,10,3,3,6,0,0,0,0,0,0
FR_OCC_11,2020-03-23,36,13,13,10,7,29,2,11,10,3,3,7,0,1,0,0,0,1
FR_OCC_11,2020-03-24,33,11,13,12,8,25,1,10,10,3,3,9,0,2,0,0,0,2
FR_OCC_11,2020-03-25,37,12,17,15,9,28,1,11,11,6,3,12,4,3,1,3,0,3
FR_OCC_11,2020-03-26,38,11,23,15,12,26,2,9,13,10,3,12,6,0,2,4,0,0
FR_OCC_11,2020-03-27,45,14,26,15,14,31,4,10,14,12,3,12,3,0,1,2,0,0
FR_OCC_11,2020-03-28,59,19,34,17,18,41,4,15,16,18,4,13,8,2,2,6,1,1
FR_OCC_11,2020-03-29,68,18,35,17,26,42,3,15,16,19,4,13,1,0,0,1,0,0
FR_OCC_11,2020-03-30,73,20,36,18,25,48,3,17,16,20,5,13,1,1,0,1,1,0
FR_OCC_11,2020-03-31,75,18,39,19,27,48,3,15,16,23,4,15,3,1,0,3,-1,2
FR_OCC_11,2020-04-01,80,20,46,21,31,49,3,17,18,28,6,15,7,2,2,5,2,0
FR_OCC_11,2020-04-02,101,19,52,21,38,63,4,15,22,30,6,15,6,0,4,2,0,0
FR_OCC_11,2020-04-03,99,19,55,24,38,61,4,15,25,30,6,18,3,3,3,0,0,3
FR_OCC_11,2020-04-04,99,19,57,24,37,62,4,15,27,30,6,18,2,0,2,0,0,0
FR_OCC_11,2020-04-05,95,18,63,27,37,58,4,14,30,33,7,20,6,3,3,3,1,2
FR_OCC_11,2020-04-06,76,15,67,31,32,44,4,11,33,34,8,23,4,4,3,1,1,3
FR_OCC_11,2020-04-07,81,17,76,31,33,48,4,13,38,38,8,23,9,0,5,4,0,0
FR_OCC_11,2020-04-08,73,14,79,34,29,44,2,12,40,39,9,25,3,3,2,1,1,2
FR_OCC_11,2020-04-09,69,15,84,36,27,42,2,13,42,42,9,27,5,2,2,3,0,2
FR_OCC_11,2020-04-10,63,15,91,37,26,37,1,14,44,47,9,28,7,1,2,5,0,1
FR_OCC_11,2020-04-11,66,14,96,37,27,39,1,13,46,50,9,28,5,0,2,3,0,0
FR_OCC_11,2020-04-12,81,14,96,38,34,47,1,13,46,50,9,29,0,1,0,0,0,1
FR_OCC_11,2020-04-13,91,14,96,40,40,51,1,13,46,50,10,30,0,2,0,0,1,1
FR_OCC_11,2020-04-14,86,12,98,41,36,50,1,11,46,52,10,31,2,1,0,2,0,1
FR_OCC_11,2020-04-15,77,10,107,41,37,40,1,9,48,59,10,31,9,0,2,7,0,0
FR_OCC_11,2020-04-16,73,10,111,41,36,37,1,9,49,62,10,31,4,0,1,3,0,0
FR_OCC_11,2020-04-17,71,8,117,41,34,37,1,7,52,65,10,31,6,0,3,3,0,0
FR_OCC_11,2020-04-18,68,8,126,42,33,35,1,7,57,69,11,31,9,1,5,4,1,0
FR_OCC_11,2020-04-19,70,9,126,42,34,36,1,8,57,69,11,31,0,0,0,0,0,0
FR_OCC_11,2020-04-20,65,8,127,43,31,34,1,7,57,70,12,31,1,1,0,1,1,0
FR_OCC_11,2020-04-21,69,9,133,43,32,37,2,7,61,72,12,31,6,0,4,2,0,0
FR_OCC_11,2020-04-22,67,9,135,44,32,35,2,7,61,74,12,32,2,1,0,2,0,1
FR_OCC_11,2020-04-23,61,9,140,45,28,33,2,7,64,76,13,32,5,1,3,2,1,0
FR_OCC_11,2020-04-24,61,8,143,47,29,32,2,6,65,78,13,34,3,2,1,2,0,2
FR_OCC_11,2020-04-25,57,7,148,48,28,29,1,6,67,81,14,34,5,1,2,3,1,0
FR_OCC_11,2020-04-26,55,5,150,49,27,28,1,4,68,82,15,34,2,1,1,1,1,0
FR_OCC_11,2020-04-27,54,6,150,49,25,29,1,5,68,82,15,34,0,0,0,0,0,0
FR_OCC_11,2020-04-28,49,7,155,50,22,27,1,6,71,84,15,35,5,1,3,2,0,1
FR_OCC_11,2020-04-29,51,7,159,50,23,28,1,6,73,86,15,35,4,0,2,2,0,0
FR_OCC_11,2020-04-30,36,3,170,52,18,18,0,3,78,92,16,36,11,2,5,6,1,1
FR_OCC_11,2020-05-01,40,3,171,51,19,21,0,3,79,92,16,35,1,-1,1,0,0,-1
FR_OCC_11,2020-05-02,40,3,172,51,19,21,0,3,80,92,16,35,1,0,1,0,0,0
FR_OCC_11,2020-05-03,44,3,172,51,23,21,0,3,80,92,16,35,0,0,0,0,0,0
FR_OCC_11,2020-05-04,35,3,176,52,17,18,0,3,81,95,16,36,4,1,1,3,0,1
FR_OCC_11,2020-05-05,31,4,179,53,18,13,1,3,82,97,16,37,3,1,1,2,0,1
FR_OCC_11,2020-05-06,22,3,188,53,12,10,1,2,88,100,16,37,9,0,6,3,0,0
FR_OCC_11,2020-05-07,20,3,190,54,10,10,1,2,90,100,16,38,2,1,2,0,0,1
FR_OCC_11,2020-05-08,21,3,190,54,11,10,1,2,90,100,16,38,0,0,0,0,0,0
FR_OCC_11,2020-05-09,20,4,190,55,11,9,1,3,90,100,16,39,0,1,0,0,0,1
FR_OCC_11,2020-05-10,20,4,190,55,11,9,1,3,90,100,16,39,0,0,0,0,0,0
FR_OCC_11,2020-05-11,20,3,190,55,11,9,0,3,90,100,16,39,0,0,0,0,0,0
FR_OCC_11,2020-05-12,17,2,193,55,10,7,0,2,91,102,16,39,3,0,1,2,0,0
FR_OCC_11,2020-05-13,23,3,195,55,11,12,0,3,92,103,16,39,2,0,1,1,0,0
FR_OCC_11,2020-05-14,20,2,198,55,9,11,0,2,94,104,16,39,3,0,2,1,0,0
FR_OCC_11,2020-05-15,17,2,201,55,6,11,0,2,97,104,16,39,3,0,3,0,0,0
FR_OCC_11,2020-05-16,24,3,201,55,8,16,0,3,97,104,16,39,0,0,0,0,0,0
FR_OCC_11,2020-05-17,24,3,204,55,9,15,0,3,97,107,16,39,3,0,0,3,0,0
FR_OCC_11,2020-05-18,20,3,202,55,7,13,0,3,97,105,16,39,-2,0,0,-2,0,0
FR_OCC_11,2020-05-19,20,3,204,55,7,13,0,3,98,106,16,39,2,0,1,1,0,0
FR_OCC_11,2020-05-20,17,3,209,55,7,10,0,3,100,109,16,39,5,0,2,3,0,0
FR_OCC_11,2020-05-21,17,3,211,55,6,11,0,3,101,110,16,39,2,0,1,1,0,0
FR_OCC_11,2020-05-22,22,5,212,55,8,14,1,4,101,111,16,39,1,0,0,1,0,0
FR_OCC_11,2020-05-23,22,5,212,55,8,14,1,4,101,111,16,39,0,0,0,0,0,0
FR_OCC_11,2020-05-24,22,5,212,55,8,14,1,4,101,111,16,39,0,0,0,0,0,0
FR_OCC_11,2020-05-25,21,4,212,55,9,12,1,3,101,111,16,39,0,0,0,0,0,0
FR_OCC_11,2020-05-26,19,4,213,55,7,12,1,3,102,111,16,39,1,0,1,0,0,0
FR_OCC_11,2020-05-27,18,4,214,55,7,11,1,3,102,112,16,39,1,0,0,1,0,0
FR_OCC_11,2020-05-28,15,3,218,55,4,11,0,3,106,112,16,39,4,0,4,0,0,0
FR_OCC_11,2020-05-29,15,3,219,55,4,11,0,3,106,113,16,39,1,0,0,1,0,0
FR_OCC_11,2020-05-30,15,3,220,55,5,10,0,3,106,114,16,39,1,0,0,1,0,0
FR_OCC_11,2020-05-31,14,2,220,56,5,9,0,2,106,114,16,40,0,1,0,0,0,1
FR_OCC_11,2020-06-01,13,2,220,57,5,8,0,2,106,114,16,41,0,1,0,0,0,1
FR_OCC_11,2020-06-02,12,1,220,58,5,7,0,1,106,114,17,41,0,1,0,0,1,0
FR_OCC_11,2020-06-03,10,1,222,58,4,6,0,1,107,115,17,41,2,0,1,1,0,0
FR_OCC_11,2020-06-04,7,1,224,58,3,4,0,1,107,117,17,41,2,0,0,2,0,0
FR_OCC_11,2020-06-05,7,1,225,58,4,3,0,1,107,118,17,41,1,0,0,1,0,0
FR_OCC_11,2020-06-06,6,1,226,58,3,3,0,1,108,118,17,41,1,0,1,0,0,0
FR_OCC_11,2020-06-07,6,1,226,58,3,3,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-08,6,1,226,58,3,3,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-09,5,1,226,58,2,3,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-10,5,1,226,58,2,3,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-11,6,1,226,58,2,4,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-12,6,1,226,58,2,4,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-13,6,1,226,58,2,4,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-14,6,1,226,58,2,4,0,1,108,118,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-15,6,1,227,58,2,4,0,1,108,119,17,41,1,0,0,1,0,0
FR_OCC_11,2020-06-16,4,1,229,58,1,3,0,1,109,120,17,41,2,0,1,1,0,0
FR_OCC_11,2020-06-17,4,1,229,58,1,3,0,1,109,120,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-18,3,1,230,58,1,2,0,1,109,121,17,41,1,0,0,1,0,0
FR_OCC_11,2020-06-19,3,1,230,58,1,2,0,1,109,121,17,41,0,0,0,0,0,0
FR_OCC_11,2020-06-20,3,1,231,58,1,2,0,1,110,121,17,41,1,0,1,0,0,0
FR_OCC_11,2020-06-21,6,1,231,58,3,3,0,1,110,121,17,41,0,0,0,0,0,0
FR_OCC_12,2020-03-18,7,2,1,0,4,3,1,1,1,0,0,0,,,,,,
FR_OCC_12,2020-03-19,9,2,2,1,6,3,1,1,2,0,0,1,1,1,1,0,0,1
FR_OCC_12,2020-03-20,12,2,3,1,9,3,1,1,2,1,0,1,1,0,0,1,0,0
FR_OCC_12,2020-03-21,11,2,4,1,8,3,1,1,2,2,0,1,1,0,0,1,0,0
FR_OCC_12,2020-03-22,13,2,4,1,9,4,1,1,2,2,0,1,0,0,0,0,0,0
FR_OCC_12,2020-03-23,14,2,4,1,9,5,1,1,2,2,0,1,0,0,0,0,0,0
FR_OCC_12,2020-03-24,19,3,5,1,10,9,1,2,3,2,0,1,1,0,1,0,0,0
FR_OCC_12,2020-03-25,17,4,10,1,9,8,1,3,5,5,0,1,5,0,2,3,0,0
FR_OCC_12,2020-03-26,22,5,10,4,12,10,2,3,5,5,1,3,0,3,0,0,1,2
FR_OCC_12,2020-03-27,24,6,13,5,13,11,3,3,8,5,2,3,3,1,3,0,1,0
FR_OCC_12,2020-03-28,33,6,16,6,16,17,3,3,11,5,2,4,3,1,3,0,0,1
FR_OCC_12,2020-03-29,34,6,16,6,17,17,3,3,11,5,2,4,0,0,0,0,0,0
FR_OCC_12,2020-03-30,39,8,19,6,16,23,3,5,12,7,2,4,3,0,1,2,0,0
FR_OCC_12,2020-03-31,43,10,21,6,17,26,3,7,13,8,2,4,2,0,1,1,0,0
FR_OCC_12,2020-04-01,46,10,21,7,17,29,3,7,13,8,3,4,0,1,0,0,1,0
FR_OCC_12,2020-04-02,52,11,24,7,17,35,3,8,15,9,3,4,3,0,2,1,0,0
FR_OCC_12,2020-04-03,60,11,26,8,22,38,2,9,16,10,4,4,2,1,1,1,1,0
FR_OCC_12,2020-04-04,58,11,31,10,23,35,3,8,17,14,5,5,5,2,1,4,1,1
FR_OCC_12,2020-04-05,56,9,34,12,23,33,2,7,18,16,6,6,3,2,1,2,1,1
FR_OCC_12,2020-04-06,59,9,35,12,22,37,2,7,19,16,6,6,1,0,1,0,0,0
FR_OCC_12,2020-04-07,55,9,42,13,24,31,2,7,19,23,7,6,7,1,0,7,1,0
FR_OCC_12,2020-04-08,52,8,47,14,22,30,2,6,21,26,7,7,5,1,2,3,0,1
