date,new_hospitalized,incid_rea,new_deceased,new_recovered,key,total_hospitalized,total_deceased,total_recovered
2020-06-16,0,0,0,0,FR_PDL_72,544,84,375
2020-06-17,0,0,1,15,FR_PDL_72,544,85,390
2020-06-18,0,0,0,2,FR_PDL_72,544,85,392
2020-06-19,0,0,0,0,FR_PDL_72,544,85,392
2020-06-20,1,0,0,1,FR_PDL_72,545,85,393
2020-06-21,0,0,0,0,FR_PDL_72,545,85,393
2020-06-22,0,0,0,1,FR_PDL_72,545,85,394
2020-06-23,0,0,0,0,FR_PDL_72,545,85,394
2020-06-24,0,0,0,1,FR_PDL_72,545,85,395
2020-03-19,9,2,0,4,FR_ARA_73,9,0,4
2020-03-20,5,0,0,1,FR_ARA_73,14,0,5
2020-03-21,2,0,0,0,FR_ARA_73,16,0,5
2020-03-22,8,1,0,0,FR_ARA_73,24,0,5
2020-03-23,6,2,1,5,FR_ARA_73,30,1,10
2020-03-24,6,1,0,3,FR_ARA_73,36,1,13
2020-03-25,17,2,1,2,FR_ARA_73,53,2,15
2020-03-26,11,6,0,1,FR_ARA_73,64,2,16
2020-03-27,13,2,1,5,FR_ARA_73,77,3,21
2020-03-28,7,2,0,1,FR_ARA_73,84,3,22
2020-03-29,20,1,1,2,FR_ARA_73,104,4,24
2020-03-30,13,7,1,8,FR_ARA_73,117,5,32
2020-03-31,34,6,0,19,FR_ARA_73,151,5,51
2020-04-01,44,3,1,33,FR_ARA_73,195,6,84
2020-04-02,34,4,8,22,FR_ARA_73,229,14,106
2020-04-03,5,2,1,11,FR_ARA_73,234,15,117
2020-04-04,6,0,0,2,FR_ARA_73,240,15,119
2020-04-05,6,0,1,2,FR_ARA_73,246,16,121
2020-04-06,9,2,3,6,FR_ARA_73,255,19,127
2020-04-07,21,2,1,13,FR_ARA_73,276,20,140
2020-04-08,9,0,1,8,FR_ARA_73,285,21,148
2020-04-09,18,2,0,19,FR_ARA_73,303,21,167
2020-04-10,12,0,3,10,FR_ARA_73,315,24,177
2020-04-11,8,0,0,13,FR_ARA_73,323,24,190
2020-04-12,6,1,0,6,FR_ARA_73,329,24,196
2020-04-13,5,2,1,1,FR_ARA_73,334,25,197
2020-04-14,6,0,4,17,FR_ARA_73,340,29,214
2020-04-15,7,4,0,10,FR_ARA_73,347,29,224
2020-04-16,6,1,2,4,FR_ARA_73,353,31,228
2020-04-17,14,0,1,15,FR_ARA_73,367,32,243
2020-04-18,7,1,1,10,FR_ARA_73,374,33,253
2020-04-19,6,0,0,4,FR_ARA_73,380,33,257
2020-04-20,4,2,4,1,FR_ARA_73,384,37,258
2020-04-21,12,1,2,8,FR_ARA_73,396,39,266
2020-04-22,2,0,1,4,FR_ARA_73,398,40,270
2020-04-23,10,1,1,12,FR_ARA_73,408,41,282
2020-04-24,6,0,1,2,FR_ARA_73,414,42,284
2020-04-25,10,0,0,9,FR_ARA_73,424,42,293
2020-04-26,2,0,0,3,FR_ARA_73,426,42,296
2020-04-27,4,0,0,4,FR_ARA_73,430,42,300
2020-04-28,6,2,0,11,FR_ARA_73,436,42,311
2020-04-29,1,0,0,5,FR_ARA_73,437,42,316
2020-04-30,3,0,1,6,FR_ARA_73,440,43,322
2020-05-01,2,0,2,4,FR_ARA_73,442,45,326
2020-05-02,0,0,1,0,FR_ARA_73,442,46,326
2020-05-03,1,0,0,0,FR_ARA_73,443,46,326
2020-05-04,3,0,3,2,FR_ARA_73,446,49,328
2020-05-05,8,1,4,4,FR_ARA_73,454,53,332
2020-05-06,1,0,1,1,FR_ARA_73,455,54,333
2020-05-07,2,0,3,9,FR_ARA_73,457,57,342
2020-05-08,1,0,0,1,FR_ARA_73,458,57,343
2020-05-09,1,0,0,1,FR_ARA_73,459,57,344
2020-05-10,0,1,1,0,FR_ARA_73,459,58,344
2020-05-11,3,1,0,1,FR_ARA_73,462,58,345
2020-05-12,2,0,1,3,FR_ARA_73,464,59,348
2020-05-13,1,0,0,2,FR_ARA_73,465,59,350
2020-05-14,3,0,1,5,FR_ARA_73,468,60,355
2020-05-15,2,0,0,0,FR_ARA_73,470,60,355
2020-05-16,1,0,0,3,FR_ARA_73,471,60,358
2020-05-17,1,0,1,0,FR_ARA_73,472,61,358
2020-05-18,0,0,0,1,FR_ARA_73,472,61,359
2020-05-19,2,1,0,4,FR_ARA_73,474,61,363
2020-05-20,3,1,2,3,FR_ARA_73,477,63,366
2020-05-21,0,0,0,0,FR_ARA_73,477,63,366
2020-05-22,1,0,0,3,FR_ARA_73,478,63,369
2020-05-23,2,0,2,0,FR_ARA_73,480,65,369
2020-05-24,0,0,0,0,FR_ARA_73,480,65,369
2020-05-25,0,0,0,1,FR_ARA_73,480,65,370
2020-05-26,1,0,1,2,FR_ARA_73,481,66,372
2020-05-27,3,0,2,5,FR_ARA_73,484,68,377
2020-05-28,0,0,0,0,FR_ARA_73,484,68,377
2020-05-29,1,0,2,1,FR_ARA_73,485,70,378
2020-05-30,1,1,0,3,FR_ARA_73,486,70,381
2020-05-31,0,0,0,0,FR_ARA_73,486,70,381
2020-06-01,1,0,0,0,FR_ARA_73,487,70,381
2020-06-02,0,0,0,0,FR_ARA_73,487,70,381
2020-06-03,1,0,0,0,FR_ARA_73,488,70,381
2020-06-04,2,0,0,4,FR_ARA_73,490,70,385
2020-06-05,1,0,0,1,FR_ARA_73,491,70,386
2020-06-06,0,0,0,1,FR_ARA_73,491,70,387
2020-06-07,0,0,1,0,FR_ARA_73,491,71,387
2020-06-08,2,0,0,6,FR_ARA_73,493,71,393
2020-06-09,0,0,0,2,FR_ARA_73,493,71,395
2020-06-10,1,0,0,2,FR_ARA_73,494,71,397
2020-06-11,0,0,0,0,FR_ARA_73,494,71,397
2020-06-12,2,0,0,2,FR_ARA_73,496,71,399
2020-06-13,0,0,0,1,FR_ARA_73,496,71,400
2020-06-14,0,0,0,0,FR_ARA_73,496,71,400
2020-06-15,0,0,0,0,FR_ARA_73,496,71,400
2020-06-16,0,0,0,1,FR_ARA_73,496,71,401
2020-06-17,2,0,0,1,FR_ARA_73,498,71,402
2020-06-18,0,0,0,0,FR_ARA_73,498,71,402
2020-06-19,2,0,0,0,FR_ARA_73,500,71,402
2020-06-20,0,0,0,0,FR_ARA_73,500,71,402
2020-06-21,0,0,0,0,FR_ARA_73,500,71,402
2020-06-22,0,0,0,3,FR_ARA_73,500,71,405
2020-06-23,1,0,0,0,FR_ARA_73,501,71,405
2020-06-24,0,0,0,0,FR_ARA_73,501,71,405
2020-03-19,13,2,1,6,FR_ARA_74,13,1,6
2020-03-20,23,0,0,4,FR_ARA_74,36,1,10
2020-03-21,15,1,1,6,FR_ARA_74,51,2,16
2020-03-22,16,3,2,2,FR_ARA_74,67,4,18
2020-03-23,26,8,3,3,FR_ARA_74,93,7,21
2020-03-24,14,7,2,10,FR_ARA_74,107,9,31
2020-03-25,36,6,1,11,FR_ARA_74,143,10,42
2020-03-26,35,7,1,13,FR_ARA_74,178,11,55
2020-03-27,40,7,3,10,FR_ARA_74,218,14,65
2020-03-28,37,5,4,17,FR_ARA_74,255,18,82
2020-03-29,45,12,3,7,FR_ARA_74,300,21,89
2020-03-30,46,9,1,14,FR_ARA_74,346,22,103
2020-03-31,24,9,3,15,FR_ARA_74,370,25,118
2020-04-01,39,11,9,25,FR_ARA_74,409,34,143
2020-04-02,44,8,7,34,FR_ARA_74,453,41,177
2020-04-03,39,5,6,13,FR_ARA_74,492,47,190
2020-04-04,16,3,3,23,FR_ARA_74,508,50,213
2020-04-05,38,10,1,7,FR_ARA_74,546,51,220
2020-04-06,15,5,8,10,FR_ARA_74,561,59,230
2020-04-07,25,7,4,27,FR_ARA_74,586,63,257
2020-04-08,29,3,5,29,FR_ARA_74,615,68,286
2020-04-09,26,3,4,19,FR_ARA_74,641,72,305
2020-04-10,15,1,2,14,FR_ARA_74,656,74,319
2020-04-11,39,2,6,33,FR_ARA_74,695,80,352
2020-04-12,14,0,3,8,FR_ARA_74,709,83,360
2020-04-13,11,2,1,7,FR_ARA_74,720,84,367
2020-04-14,14,0,0,9,FR_ARA_74,734,84,376
2020-04-15,23,1,2,20,FR_ARA_74,757,86,396
2020-04-16,17,3,9,30,FR_ARA_74,774,95,426
2020-04-17,18,1,4,26,FR_ARA_74,792,99,452
2020-04-18,28,2,2,11,FR_ARA_74,820,101,463
2020-04-19,12,0,5,6,FR_ARA_74,832,106,469
2020-04-20,6,1,8,12,FR_ARA_74,838,114,481
2020-04-21,16,4,3,17,FR_ARA_74,854,117,498
2020-04-22,9,0,1,12,FR_ARA_74,863,118,510
2020-04-23,4,0,4,16,FR_ARA_74,867,122,526
2020-04-24,12,1,0,24,FR_ARA_74,879,122,550
2020-04-25,8,0,3,11,FR_ARA_74,887,125,561
2020-04-26,7,0,2,5,FR_ARA_74,894,127,566
2020-04-27,9,0,3,9,FR_ARA_74,903,130,575
2020-04-28,15,1,4,14,FR_ARA_74,918,134,589
2020-04-29,12,1,3,19,FR_ARA_74,930,137,608
2020-04-30,10,1,0,9,FR_ARA_74,940,137,617
2020-05-01,7,0,1,6,FR_ARA_74,947,138,623
2020-05-02,6,0,0,6,FR_ARA_74,953,138,629
2020-05-03,4,0,3,5,FR_ARA_74,957,141,634
2020-05-04,6,1,2,2,FR_ARA_74,963,143,636
2020-05-05,9,0,4,7,FR_ARA_74,972,147,643
2020-05-06,3,0,2,9,FR_ARA_74,975,149,652
2020-05-07,9,0,3,14,FR_ARA_74,984,152,666
2020-05-08,2,0,0,14,FR_ARA_74,986,152,680
2020-05-09,9,0,0,1,FR_ARA_74,995,152,681
2020-05-10,2,0,0,1,FR_ARA_74,997,152,682
2020-05-11,2,0,1,6,FR_ARA_74,999,153,688
2020-05-12,2,0,1,16,FR_ARA_74,1001,154,704
2020-05-13,6,0,0,7,FR_ARA_74,1007,154,711
2020-05-14,8,1,0,11,FR_ARA_74,1015,154,722
2020-05-15,4,0,1,9,FR_ARA_74,1019,155,731
2020-05-16,4,1,0,4,FR_ARA_74,1023,155,735
2020-05-17,3,1,0,2,FR_ARA_74,1026,155,737
2020-05-18,3,0,0,4,FR_ARA_74,1029,155,741
2020-05-19,3,0,1,10,FR_ARA_74,1032,156,751
2020-05-20,1,0,2,7,FR_ARA_74,1033,158,758
2020-05-21,1,0,0,4,FR_ARA_74,1034,158,762
2020-05-22,1,0,0,4,FR_ARA_74,1035,158,766
2020-05-23,1,1,0,3,FR_ARA_74,1036,158,769
2020-05-24,2,0,0,1,FR_ARA_74,1038,158,770
2020-05-25,3,0,0,5,FR_ARA_74,1041,158,775
2020-05-26,1,0,2,5,FR_ARA_74,1042,160,780
2020-05-27,1,0,0,1,FR_ARA_74,1043,160,781
2020-05-28,1,0,0,2,FR_ARA_74,1044,160,783
2020-05-29,0,0,0,4,FR_ARA_74,1044,160,787
2020-05-30,1,0,0,1,FR_ARA_74,1045,160,788
2020-05-31,0,0,0,7,FR_ARA_74,1045,160,795
2020-06-01,1,0,0,0,FR_ARA_74,1046,160,795
2020-06-02,1,1,0,2,FR_ARA_74,1047,160,797
2020-06-03,2,0,1,1,FR_ARA_74,1049,161,798
2020-06-04,0,1,1,3,FR_ARA_74,1049,162,801
2020-06-05,0,0,0,3,FR_ARA_74,1049,162,804
2020-06-06,1,0,0,0,FR_ARA_74,1050,162,804
2020-06-07,0,0,0,0,FR_ARA_74,1050,162,804
2020-06-08,0,0,0,1,FR_ARA_74,1050,162,805
2020-06-09,1,0,0,4,FR_ARA_74,1051,162,809
2020-06-10,1,0,0,1,FR_ARA_74,1052,162,810
2020-06-11,0,0,0,0,FR_ARA_74,1052,162,810
2020-06-12,1,0,0,0,FR_ARA_74,1053,162,810
2020-06-13,0,0,0,0,FR_ARA_74,1053,162,810
2020-06-14,0,0,0,2,FR_ARA_74,1053,162,812
2020-06-15,0,0,0,2,FR_ARA_74,1053,162,814
2020-06-16,1,1,1,0,FR_ARA_74,1054,163,814
2020-06-17,0,0,0,2,FR_ARA_74,1054,163,816
2020-06-18,1,0,0,0,FR_ARA_74,1055,163,816
2020-06-19,1,1,0,0,FR_ARA_74,1056,163,816
2020-06-20,0,0,0,0,FR_ARA_74,1056,163,816
2020-06-21,0,0,0,0,FR_ARA_74,1056,163,816
2020-06-22,2,0,0,1,FR_ARA_74,1058,163,817
2020-06-23,3,0,0,3,FR_ARA_74,1061,163,820
2020-06-24,0,0,0,0,FR_ARA_74,1061,163,820
2020-03-19,168,42,11,31,FR_IDF_75,168,11,31
2020-03-20,120,21,5,28,FR_IDF_75,288,16,59
2020-03-21,140,35,7,35,FR_IDF_75,428,23,94
2020-03-22,150,33,4,33,FR_IDF_75,578,27,127
2020-03-23,188,31,18,33,FR_IDF_75,766,45,160
2020-03-24,209,70,21,35,FR_IDF_75,975,66,195
2020-03-25,314,66,32,62,FR_IDF_75,1289,98,257
2020-03-26,277,66,28,65,FR_IDF_75,1566,126,322
2020-03-27,270,77,42,82,FR_IDF_75,1836,168,404
2020-03-28,346,76,31,66,FR_IDF_75,2182,199,470
2020-03-29,242,69,25,17,FR_IDF_75,2424,224,487
2020-03-30,253,53,69,96,FR_IDF_75,2677,293,583
2020-03-31,407,84,57,125,FR_IDF_75,3084,350,708
2020-04-01,381,87,42,137,FR_IDF_75,3465,392,845
2020-04-02,344,96,51,115,FR_IDF_75,3809,443,960
2020-04-03,296,65,58,139,FR_IDF_75,4105,501,1099
2020-04-04,287,77,36,121,FR_IDF_75,4392,537,1220
2020-04-05,233,55,45,98,FR_IDF_75,4625,582,1318
2020-04-06,227,67,54,79,FR_IDF_75,4852,636,1397
2020-04-07,236,55,38,128,FR_IDF_75,5088,674,1525
2020-04-08,241,60,50,156,FR_IDF_75,5329,724,1681
2020-04-09,238,40,38,172,FR_IDF_75,5567,762,1853
2020-04-10,293,63,69,193,FR_IDF_75,5860,831,2046
2020-04-11,220,32,32,129,FR_IDF_75,6080,863,2175
2020-04-12,169,41,45,99,FR_IDF_75,6249,908,2274
2020-04-13,131,29,48,66,FR_IDF_75,6380,956,2340
2020-04-14,127,32,45,53,FR_IDF_75,6507,1001,2393
2020-04-15,153,36,52,148,FR_IDF_75,6660,1053,2541
2020-04-16,154,23,36,169,FR_IDF_75,6814,1089,2710
2020-04-17,203,36,43,156,FR_IDF_75,7017,1132,2866
2020-04-18,131,28,28,140,FR_IDF_75,7148,1160,3006
2020-04-19,60,7,34,93,FR_IDF_75,7208,1194,3099
2020-04-20,110,14,47,55,FR_IDF_75,7318,1241,3154
2020-04-21,131,29,35,144,FR_IDF_75,7449,1276,3298
2020-04-22,92,15,17,133,FR_IDF_75,7541,1293,3431
2020-04-23,82,15,22,136,FR_IDF_75,7623,1315,3567
2020-04-24,64,23,17,107,FR_IDF_75,7687,1332,3674
2020-04-25,69,20,19,97,FR_IDF_75,7756,1351,3771
2020-04-26,51,5,21,41,FR_IDF_75,7807,1372,3812
2020-04-27,53,18,21,73,FR_IDF_75,7860,1393,3885
2020-04-28,84,14,35,101,FR_IDF_75,7944,1428,3986
2020-04-29,104,12,26,153,FR_IDF_75,8048,1454,4139
2020-04-30,75,12,21,104,FR_IDF_75,8123,1475,4243
2020-05-01,42,5,5,76,FR_IDF_75,8165,1480,4319
2020-05-02,32,6,15,64,FR_IDF_75,8197,1495,4383
2020-05-03,24,15,8,27,FR_IDF_75,8221,1503,4410
2020-05-04,42,15,24,32,FR_IDF_75,8263,1527,4442
2020-05-05,79,13,25,95,FR_IDF_75,8342,1552,4537
2020-05-06,48,7,13,130,FR_IDF_75,8390,1565,4667
2020-05-07,47,13,8,131,FR_IDF_75,8437,1573,4798
2020-05-08,35,13,2,69,FR_IDF_75,8472,1575,4867
2020-05-09,22,7,13,25,FR_IDF_75,8494,1588,4892
2020-05-10,21,5,4,11,FR_IDF_75,8515,1592,4903
2020-05-11,43,13,18,45,FR_IDF_75,8558,1610,4948
2020-05-12,54,11,6,82,FR_IDF_75,8612,1616,5030
2020-05-13,31,8,4,59,FR_IDF_75,8643,1620,5089
2020-05-14,18,3,4,79,FR_IDF_75,8661,1624,5168
2020-05-15,28,9,5,68,FR_IDF_75,8689,1629,5236
2020-05-16,22,8,1,23,FR_IDF_75,8711,1630,5259
2020-05-17,10,3,1,13,FR_IDF_75,8721,1631,5272
2020-05-18,17,5,12,34,FR_IDF_75,8738,1643,5306
2020-05-19,30,14,13,105,FR_IDF_75,8768,1656,5411
2020-05-20,25,6,4,69,FR_IDF_75,8793,1660,5480
2020-05-21,14,7,8,49,FR_IDF_75,8807,1668,5529
2020-05-22,12,8,11,23,FR_IDF_75,8819,1679,5552
2020-05-23,12,2,3,52,FR_IDF_75,8831,1682,5604
2020-05-24,4,3,3,6,FR_IDF_75,8835,1685,5610
2020-05-25,10,2,6,31,FR_IDF_75,8845,1691,5641
2020-05-26,22,1,4,43,FR_IDF_75,8867,1695,5684
2020-05-27,8,2,5,105,FR_IDF_75,8875,1700,5789
2020-05-28,16,3,10,50,FR_IDF_75,8891,1710,5839
2020-05-29,14,2,3,33,FR_IDF_75,8905,1713,5872
2020-05-30,12,3,0,28,FR_IDF_75,8917,1713,5900
2020-05-31,5,3,2,10,FR_IDF_75,8922,1715,5910
2020-06-01,7,0,1,14,FR_IDF_75,8929,1716,5924
2020-06-02,6,2,0,16,FR_IDF_75,8935,1716,5940
2020-06-03,7,2,2,30,FR_IDF_75,8942,1718,5970
2020-06-04,10,0,2,17,FR_IDF_75,8952,1720,5987
2020-06-05,11,2,2,41,FR_IDF_75,8963,1722,6028
2020-06-06,7,2,3,21,FR_IDF_75,8970,1725,6049
2020-06-07,4,2,0,4,FR_IDF_75,8974,1725,6053
2020-06-08,6,2,0,21,FR_IDF_75,8980,1725,6074
2020-06-09,5,2,6,18,FR_IDF_75,8985,1731,6092
2020-06-10,17,6,1,10,FR_IDF_75,9002,1732,6102
2020-06-11,8,2,4,30,FR_IDF_75,9010,1736,6132
2020-06-12,5,2,7,7,FR_IDF_75,9015,1743,6139
2020-06-13,0,1,7,16,FR_IDF_75,9015,1750,6155
2020-06-14,1,0,0,0,FR_IDF_75,9016,1750,6155
2020-06-15,4,2,2,14,FR_IDF_75,9020,1752,6169
2020-06-16,5,3,0,29,FR_IDF_75,9025,1752,6198
2020-06-17,4,1,5,38,FR_IDF_75,9029,1757,6236
2020-06-18,9,0,2,12,FR_IDF_75,9038,1759,6248
2020-06-19,3,2,0,9,FR_IDF_75,9041,1759,6257
2020-06-20,3,1,1,5,FR_IDF_75,9044,1760,6262
2020-06-21,1,0,0,2,FR_IDF_75,9045,1760,6264
2020-06-22,1,1,1,12,FR_IDF_75,9046,1761,6276
2020-06-23,6,2,1,1,FR_IDF_75,9052,1762,6277
2020-06-24,2,0,0,13,FR_IDF_75,9054,1762,6290
2020-03-19,12,4,1,1,FR_NOR_76,12,1,1
2020-03-20,14,1,1,1,FR_NOR_76,26,2,2
2020-03-21,17,4,0,1,FR_NOR_76,43,2,3
2020-03-22,14,3,2,2,FR_NOR_76,57,4,5
2020-03-23,14,3,1,0,FR_NOR_76,71,5,5
2020-03-24,24,6,4,3,FR_NOR_76,95,9,8
2020-03-25,36,11,1,4,FR_NOR_76,131,10,12
2020-03-26,31,15,1,3,FR_NOR_76,162,11,15
2020-03-27,33,14,2,7,FR_NOR_76,195,13,22
2020-03-28,61,14,2,14,FR_NOR_76,256,15,36
2020-03-29,58,13,4,5,FR_NOR_76,314,19,41
2020-03-30,14,10,2,5,FR_NOR_76,328,21,46
2020-03-31,70,20,10,17,FR_NOR_76,398,31,63
2020-04-01,31,9,4,27,FR_NOR_76,429,35,90
2020-04-02,57,15,6,21,FR_NOR_76,486,41,111
2020-04-03,28,7,9,17,FR_NOR_76,514,50,128
2020-04-04,32,8,2,18,FR_NOR_76,546,52,146
2020-04-05,23,5,5,10,FR_NOR_76,569,57,156
2020-04-06,23,6,5,11,FR_NOR_76,592,62,167
2020-04-07,35,7,6,29,FR_NOR_76,627,68,196
2020-04-08,18,3,9,30,FR_NOR_76,645,77,226
2020-04-09,14,7,5,16,FR_NOR_76,659,82,242
2020-04-10,32,5,6,20,FR_NOR_76,691,88,262
2020-04-11,13,5,3,16,FR_NOR_76,704,91,278
2020-04-12,13,1,3,19,FR_NOR_76,717,94,297
2020-04-13,16,6,5,6,FR_NOR_76,733,99,303
2020-04-14,14,4,4,14,FR_NOR_76,747,103,317
2020-04-15,18,0,1,21,FR_NOR_76,765,104,338
2020-04-16,17,3,5,14,FR_NOR_76,782,109,352
2020-04-17,18,5,4,21,FR_NOR_76,800,113,373
2020-04-18,28,2,2,26,FR_NOR_76,828,115,399
2020-04-19,16,5,5,15,FR_NOR_76,844,120,414
2020-04-20,13,3,0,3,FR_NOR_76,857,120,417
2020-04-21,14,1,6,22,FR_NOR_76,871,126,439
2020-04-22,14,2,2,16,FR_NOR_76,885,128,455
2020-04-23,11,1,3,17,FR_NOR_76,896,131,472
2020-04-24,30,0,3,28,FR_NOR_76,926,134,500
2020-04-25,5,1,1,7,FR_NOR_76,931,135,507
2020-04-26,6,3,5,11,FR_NOR_76,937,140,518
2020-04-27,3,2,2,4,FR_NOR_76,940,142,522
2020-04-28,27,4,6,16,FR_NOR_76,967,148,538
2020-04-29,3,0,5,20,FR_NOR_76,970,153,558
2020-04-30,7,0,2,2,FR_NOR_76,977,155,560
2020-05-01,4,0,1,14,FR_NOR_76,981,156,574
2020-05-02,1,0,1,2,FR_NOR_76,982,157,576
2020-05-03,0,0,0,0,FR_NOR_76,982,157,576
2020-05-04,5,1,1,7,FR_NOR_76,987,158,583
2020-05-05,4,1,2,6,FR_NOR_76,991,160,589
2020-05-06,1,1,0,10,FR_NOR_76,992,160,599
2020-05-07,2,0,1,7,FR_NOR_76,994,161,606
2020-05-08,8,1,1,15,FR_NOR_76,1002,162,621
2020-05-09,3,0,0,1,FR_NOR_76,1005,162,622
2020-05-10,3,0,0,2,FR_NOR_76,1008,162,624
2020-05-11,7,0,2,3,FR_NOR_76,1015,164,627
2020-05-12,2,1,0,4,FR_NOR_76,1017,164,631
2020-05-13,2,0,2,5,FR_NOR_76,1019,166,636
2020-05-14,4,1,0,3,FR_NOR_76,1023,166,639
2020-05-15,4,2,2,4,FR_NOR_76,1027,168,643
2020-05-16,4,0,1,5,FR_NOR_76,1031,169,648
2020-05-17,3,0,0,1,FR_NOR_76,1034,169,649
2020-05-18,5,1,1,3,FR_NOR_76,1039,170,652
2020-05-19,7,1,5,4,FR_NOR_76,1046,175,656
2020-05-20,6,0,1,8,FR_NOR_76,1052,176,664
2020-05-21,1,0,0,9,FR_NOR_76,1053,176,673
2020-05-22,1,2,0,1,FR_NOR_76,1054,176,674
2020-05-23,2,0,0,1,FR_NOR_76,1056,176,675
2020-05-24,2,0,0,2,FR_NOR_76,1058,176,677
2020-05-25,4,2,0,1,FR_NOR_76,1062,176,678
2020-05-26,2,0,0,9,FR_NOR_76,1064,176,687
2020-05-27,0,0,1,6,FR_NOR_76,1064,177,693
2020-05-28,1,1,0,6,FR_NOR_76,1065,177,699
2020-05-29,1,0,1,8,FR_NOR_76,1066,178,707
2020-05-30,0,0,0,3,FR_NOR_76,1066,178,710
2020-05-31,0,0,0,0,FR_NOR_76,1066,178,710
2020-06-01,1,0,0,0,FR_NOR_76,1067,178,710
2020-06-02,3,1,0,5,FR_NOR_76,1070,178,715
2020-06-03,1,0,1,3,FR_NOR_76,1071,179,718
2020-06-04,0,0,0,1,FR_NOR_76,1071,179,719
2020-06-05,0,0,0,0,FR_NOR_76,1071,179,719
2020-06-06,0,0,0,1,FR_NOR_76,1071,179,720
2020-06-07,0,0,0,1,FR_NOR_76,1071,179,721
2020-06-08,0,0,1,0,FR_NOR_76,1071,180,721
2020-06-09,0,0,0,5,FR_NOR_76,1071,180,726
2020-06-10,0,0,0,1,FR_NOR_76,1071,180,727
2020-06-11,0,0,0,0,FR_NOR_76,1071,180,727
2020-06-12,0,0,0,0,FR_NOR_76,1071,180,727
2020-06-13,0,0,0,0,FR_NOR_76,1071,180,727
2020-06-14,0,0,0,0,FR_NOR_76,1071,180,727
2020-06-15,0,0,0,0,FR_NOR_76,1071,180,727
2020-06-16,2,0,1,1,FR_NOR_76,1073,181,728
2020-06-17,2,0,0,3,FR_NOR_76,1075,181,731
2020-06-18,1,0,0,1,FR_NOR_76,1076,181,732
2020-06-19,0,0,0,0,FR_NOR_76,1076,181,732
2020-06-20,5,1,0,2,FR_NOR_76,1081,181,734
2020-06-21,0,0,0,0,FR_NOR_76,1081,181,734
2020-06-22,0,0,1,4,FR_NOR_76,1081,182,738
2020-06-23,0,0,0,0,FR_NOR_76,1081,182,738
2020-06-24,1,0,0,0,FR_NOR_76,1082,182,738
2020-03-19,44,13,1,9,FR_IDF_77,44,1,9
2020-03-20,30,10,1,2,FR_IDF_77,74,2,11
2020-03-21,31,9,3,2,FR_IDF_77,105,5,13
2020-03-22,37,9,0,3,FR_IDF_77,142,5,16
2020-03-23,42,16,0,14,FR_IDF_77,184,5,30
2020-03-24,49,19,8,17,FR_IDF_77,233,13,47
2020-03-25,68,21,4,13,FR_IDF_77,301,17,60
2020-03-26,76,28,5,16,FR_IDF_77,377,22,76
2020-03-27,84,24,2,24,FR_IDF_77,461,24,100
2020-03-28,98,15,10,17,FR_IDF_77,559,34,117
2020-03-29,53,7,2,15,FR_IDF_77,612,36,132
2020-03-30,85,27,12,21,FR_IDF_77,697,48,153
2020-03-31,130,26,18,42,FR_IDF_77,827,66,195
2020-04-01,114,25,18,60,FR_IDF_77,941,84,255
2020-04-02,112,28,14,45,FR_IDF_77,1053,98,300
2020-04-03,132,23,12,45,FR_IDF_77,1185,110,345
2020-04-04,68,18,14,71,FR_IDF_77,1253,124,416
2020-04-05,56,9,5,15,FR_IDF_77,1309,129,431
2020-04-06,64,18,23,55,FR_IDF_77,1373,152,486
2020-04-07,115,19,12,60,FR_IDF_77,1488,164,546
2020-04-08,94,18,18,88,FR_IDF_77,1582,182,634
2020-04-09,132,13,20,95,FR_IDF_77,1714,202,729
2020-04-10,107,16,16,62,FR_IDF_77,1821,218,791
2020-04-11,62,5,10,32,FR_IDF_77,1883,228,823
2020-04-12,45,7,7,24,FR_IDF_77,1928,235,847
2020-04-13,46,7,10,21,FR_IDF_77,1974,245,868
2020-04-14,80,14,29,48,FR_IDF_77,2054,274,916
2020-04-15,100,7,18,73,FR_IDF_77,2154,292,989
2020-04-16,116,10,20,82,FR_IDF_77,2270,312,1071
2020-04-17,101,10,19,77,FR_IDF_77,2371,331,1148
2020-04-18,73,6,27,127,FR_IDF_77,2444,358,1275
2020-04-19,45,2,11,26,FR_IDF_77,2489,369,1301
2020-04-20,45,6,18,49,FR_IDF_77,2534,387,1350
2020-04-21,57,4,19,64,FR_IDF_77,2591,406,1414
2020-04-22,53,10,21,46,FR_IDF_77,2644,427,1460
2020-04-23,35,5,9,54,FR_IDF_77,2679,436,1514
2020-04-24,62,6,11,52,FR_IDF_77,2741,447,1566
2020-04-25,47,4,4,36,FR_IDF_77,2788,451,1602
2020-04-26,16,5,7,23,FR_IDF_77,2804,458,1625
2020-04-27,21,3,10,17,FR_IDF_77,2825,468,1642
2020-04-28,39,4,13,41,FR_IDF_77,2864,481,1683
2020-04-29,63,5,15,56,FR_IDF_77,2927,496,1739
2020-04-30,45,12,4,35,FR_IDF_77,2972,500,1774
2020-05-01,22,0,6,17,FR_IDF_77,2994,506,1791
2020-05-02,19,4,6,18,FR_IDF_77,3013,512,1809
2020-05-03,4,0,4,8,FR_IDF_77,3017,516,1817
2020-05-04,29,2,17,23,FR_IDF_77,3046,533,1840
2020-05-05,51,3,5,59,FR_IDF_77,3097,538,1899
2020-05-06,50,2,7,37,FR_IDF_77,3147,545,1936
2020-05-07,18,5,10,88,FR_IDF_77,3165,555,2024
