key,date,new_confirmed_male,new_confirmed_female,total_confirmed_male,total_confirmed_female,new_deceased_male,new_deceased_female,total_deceased_male,total_deceased_female,new_recovered_male,new_recovered_female,total_recovered_male,total_recovered_female,new_tested_male,new_tested_female,total_tested_male,total_tested_female,new_hospitalized_male,new_hospitalized_female,total_hospitalized_male,total_hospitalized_female,current_hospitalized_male,current_hospitalized_female,new_intensive_care_male,new_intensive_care_female,total_intensive_care_male,total_intensive_care_female,current_intensive_care_male,current_intensive_care_female,new_ventilator_male,new_ventilator_female,total_ventilator_male,total_ventilator_female,current_ventilator_male,current_ventilator_female
FR_BRE,2020-06-26,,,,,1,0,151,108,0,3,675,579,,,,,,,,,59,38,,,,,2,1,,,,,,
FR_BRE_22,2020-06-26,,,,,0,0,22,16,0,2,99,109,,,,,,,,,6,6,,,,,0,0,,,,,,
FR_BRE_29,2020-06-26,,,,,0,0,28,15,0,1,98,73,,,,,,,,,8,6,,,,,0,0,,,,,,
FR_BRE_35,2020-06-26,,,,,0,0,45,41,0,0,259,197,,,,,,,,,24,20,,,,,1,1,,,,,,
FR_BRE_56,2020-06-26,,,,,1,0,56,36,0,0,219,200,,,,,,,,,21,6,,,,,1,0,,,,,,
FR_COR,2020-06-26,,,,,0,0,33,26,0,0,117,127,,,,,,,,,6,8,,,,,0,1,,,,,,
FR_COR_2A,2020-06-26,,,,,0,0,27,21,0,0,58,78,,,,,,,,,6,7,,,,,0,0,,,,,,
FR_COR_2B,2020-06-26,,,,,0,0,6,5,0,0,59,49,,,,,,,,,0,1,,,,,0,1,,,,,,
FR_CVL,2020-06-26,,,,,1,0,305,239,3,2,948,972,,,,,,,,,218,205,,,,,14,3,,,,,,
FR_CVL_18,2020-06-26,,,,,0,0,39,43,0,0,82,87,,,,,,,,,17,16,,,,,0,0,,,,,,
FR_CVL_28,2020-06-26,,,,,0,0,68,65,0,0,256,242,,,,,,,,,45,49,,,,,8,1,,,,,,
FR_CVL_36,2020-06-26,,,,,0,0,42,37,0,0,45,64,,,,,,,,,40,41,,,,,2,0,,,,,,
FR_CVL_37,2020-06-26,,,,,1,0,57,28,0,1,142,174,,,,,,,,,34,29,,,,,1,1,,,,,,
FR_CVL_41,2020-06-26,,,,,0,0,36,27,1,1,119,117,,,,,,,,,43,43,,,,,0,0,,,,,,
FR_CVL_45,2020-06-26,,,,,0,0,63,39,2,0,304,288,,,,,,,,,39,27,,,,,3,1,,,,,,
FR_GES,2020-06-26,,,,,1,5,2080,1464,12,22,6161,5832,,,,,,,,,598,570,,,,,45,11,,,,,,
FR_GES_08,2020-06-26,,,,,0,0,37,21,0,0,97,107,,,,,,,,,7,4,,,,,2,0,,,,,,
FR_GES_10,2020-06-26,,,,,0,0,88,48,0,0,323,293,,,,,,,,,15,9,,,,,2,0,,,,,,
FR_GES_51,2020-06-26,,,,,0,1,154,110,0,1,469,508,,,,,,,,,48,40,,,,,4,1,,,,,,
FR_GES_52,2020-06-26,,,,,0,0,41,46,0,1,122,120,,,,,,,,,11,20,,,,,0,0,,,,,,
FR_GES_54,2020-06-26,,,,,0,0,209,146,0,0,571,594,,,,,,,,,41,49,,,,,6,0,,,,,,
FR_GES_55,2020-06-26,,,,,0,0,57,45,2,1,245,245,,,,,,,,,4,5,,,,,0,0,,,,,,
FR_GES_57,2020-06-26,,,,,0,2,473,351,0,1,1177,1147,,,,,,,,,146,138,,,,,16,5,,,,,,
FR_GES_67,2020-06-26,,,,,0,0,380,277,5,8,1318,1150,,,,,,,,,167,147,,,,,5,2,,,,,,
FR_GES_68,2020-06-26,,,,,1,2,490,310,5,8,1486,1311,,,,,,,,,141,143,,,,,10,3,,,,,,
FR_GES_88,2020-06-26,,,,,0,0,151,110,0,2,353,357,,,,,,,,,18,15,,,,,0,0,,,,,,
FR_GF,2020-06-26,,,,,2,0,20,2,10,8,322,300,,,,,,,,,124,132,,,,,30,12,,,,,,
FR_GUA,2020-06-26,,,,,0,0,16,14,0,0,82,78,,,,,,,,,10,6,,,,,0,4,,,,,,
FR_HDF,2020-06-26,,,,,3,0,1029,792,20,28,3021,3228,,,,,,,,,474,538,,,,,50,16,,,,,,
FR_HDF_02,2020-06-26,,,,,0,0,166,106,2,2,444,573,,,,,,,,,50,51,,,,,4,2,,,,,,
FR_HDF_59,2020-06-26,,,,,2,0,328,287,15,18,1091,1090,,,,,,,,,193,226,,,,,20,8,,,,,,
FR_HDF_60,2020-06-26,,,,,0,0,232,174,0,0,524,544,,,,,,,,,106,130,,,,,5,0,,,,,,
FR_HDF_62,2020-06-26,,,,,1,0,171,135,3,8,619,656,,,,,,,,,88,88,,,,,17,5,,,,,,
FR_HDF_80,2020-06-26,,,,,0,0,132,90,0,0,343,365,,,,,,,,,37,43,,,,,4,1,,,,,,
FR_IDF,2020-06-26,,,,,7,4,4466,2929,60,62,14944,12351,,,,,,,,,2059,1946,,,,,227,85,,,,,,
FR_IDF_75,2020-06-26,,,,,1,1,1096,641,8,5,3338,2625,,,,,,,,,332,247,,,,,60,12,,,,,,
FR_IDF_77,2020-06-26,,,,,0,1,409,272,4,7,1440,1130,,,,,,,,,136,135,,,,,25,14,,,,,,
FR_IDF_78,2020-06-26,,,,,0,0,313,203,2,4,1119,1024,,,,,,,,,197,180,,,,,20,2,,,,,,
FR_IDF_91,2020-06-26,,,,,4,1,295,229,22,26,1214,1064,,,,,,,,,175,196,,,,,23,8,,,,,,
FR_IDF_92,2020-06-26,,,,,1,0,622,452,9,2,2327,1927,,,,,,,,,397,348,,,,,47,16,,,,,,
FR_IDF_93,2020-06-26,,,,,0,0,598,380,1,4,1967,1623,,,,,,,,,358,340,,,,,36,25,,,,,,
FR_IDF_94,2020-06-26,,,,,1,0,694,487,2,2,2106,1886,,,,,,,,,287,328,,,,,13,7,,,,,,
FR_IDF_95,2020-06-26,,,,,0,1,439,265,12,12,1433,1072,,,,,,,,,177,172,,,,,3,1,,,,,,
FR_LRE,2020-06-26,,,,,0,0,2,0,2,0,140,132,,,,,,,,,32,10,,,,,4,2,,,,,,
FR_MAY,2020-06-26,,,,,0,0,36,18,8,4,328,360,,,,,,,,,34,38,,,,,6,6,,,,,,
FR_MQ,2020-06-26,,,,,0,0,20,8,0,0,94,84,,,,,,,,,18,10,,,,,6,4,,,,,,
FR_NAQ,2020-06-26,,,,,0,1,241,172,2,4,1124,1025,,,,,,,,,57,48,,,,,8,4,,,,,,
FR_NAQ_16,2020-06-26,,,,,0,0,8,5,0,0,36,21,,,,,,,,,2,0,,,,,1,0,,,,,,
FR_NAQ_17,2020-06-26,,,,,0,0,32,18,0,0,79,61,,,,,,,,,8,4,,,,,0,1,,,,,,
FR_NAQ_19,2020-06-26,,,,,0,0,28,9,0,0,85,74,,,,,,,,,0,0,,,,,0,0,,,,,,
FR_NAQ_23,2020-06-26,,,,,0,0,8,5,0,0,40,34,,,,,,,,,2,2,,,,,0,1,,,,,,
FR_NAQ_24,2020-06-26,,,,,0,0,6,7,0,0,47,40,,,,,,,,,7,5,,,,,0,0,,,,,,
FR_NAQ_33,2020-06-26,,,,,0,1,77,75,1,3,463,459,,,,,,,,,29,29,,,,,6,2,,,,,,
FR_NAQ_40,2020-06-26,,,,,0,0,7,6,0,0,42,30,,,,,,,,,2,2,,,,,1,0,,,,,,
FR_NAQ_47,2020-06-26,,,,,0,0,9,1,0,0,42,34,,,,,,,,,3,2,,,,,0,0,,,,,,
FR_NAQ_64,2020-06-26,,,,,0,0,20,7,0,0,117,105,,,,,,,,,1,0,,,,,0,0,,,,,,
FR_NAQ_79,2020-06-26,,,,,0,0,11,10,1,0,35,31,,,,,,,,,0,2,,,,,0,0,,,,,,
FR_NAQ_86,2020-06-26,,,,,0,0,22,17,0,0,80,68,,,,,,,,,0,1,,,,,0,0,,,,,,
FR_NAQ_87,2020-06-26,,,,,0,0,13,12,0,1,58,68,,,,,,,,,3,1,,,,,0,0,,,,,,
FR_NOR,2020-06-26,,,,,0,0,250,180,3,3,779,842,,,,,,,,,117,116,,,,,7,1,,,,,,
FR_NOR_14,2020-06-26,,,,,0,0,56,27,0,0,155,163,,,,,,,,,9,13,,,,,1,0,,,,,,
FR_NOR_27,2020-06-26,,,,,0,0,40,42,3,0,96,120,,,,,,,,,28,20,,,,,0,0,,,,,,
FR_NOR_50,2020-06-26,,,,,0,0,21,26,0,0,75,63,,,,,,,,,19,17,,,,,2,0,,,,,,
FR_NOR_61,2020-06-26,,,,,0,0,26,13,0,1,93,131,,,,,,,,,19,17,,,,,1,0,,,,,,
FR_NOR_76,2020-06-26,,,,,0,0,107,72,0,2,360,365,,,,,,,,,42,49,,,,,3,1,,,,,,
FR_OCC,2020-06-26,,,,,0,0,292,219,4,0,1463,1396,,,,,,,,,53,31,,,,,10,1,,,,,,
FR_OCC_09,2020-06-26,,,,,0,0,2,0,0,0,16,17,,,,,,,,,1,0,,,,,1,0,,,,,,
FR_OCC_11,2020-06-26,,,,,0,0,42,17,0,0,122,111,,,,,,,,,2,1,,,,,0,0,,,,,,
FR_OCC_12,2020-06-26,,,,,0,0,15,9,0,0,68,75,,,,,,,,,0,1,,,,,0,0,,,,,,
FR_OCC_30,2020-06-26,,,,,0,0,49,47,0,0,175,167,,,,,,,,,13,11,,,,,1,1,,,,,,
FR_OCC_31,2020-06-26,,,,,0,0,45,28,2,0,366,276,,,,,,,,,17,13,,,,,2,0,,,,,,
FR_OCC_32,2020-06-26,,,,,0,0,14,9,0,0,46,40,,,,,,,,,2,0,,,,,1,0,,,,,,
FR_OCC_34,2020-06-26,,,,,0,0,69,52,1,0,349,345,,,,,,,,,8,2,,,,,1,0,,,,,,
FR_OCC_46,2020-06-26,,,,,0,0,10,12,0,0,34,35,,,,,,,,,1,0,,,,,0,0,,,,,,
FR_OCC_48,2020-06-26,,,,,0,0,1,0,0,0,13,11,,,,,,,,,0,0,,,,,0,0,,,,,,
FR_OCC_65,2020-06-26,,,,,0,0,14,13,0,0,73,80,,,,,,,,,3,2,,,,,2,0,,,,,,
FR_OCC_66,2020-06-26,,,,,0,0,16,18,1,0,124,154,,,,,,,,,0,0,,,,,0,0,,,,,,
FR_OCC_81,2020-06-26,,,,,0,0,9,14,0,0,54,66,,,,,,,,,4,0,,,,,1,0,,,,,,
FR_OCC_82,2020-06-26,,,,,0,0,6,0,0,0,23,19,,,,,,,,,2,1,,,,,1,0,,,,,,
FR_PAC,2020-06-26,,,,,0,1,526,413,12,16,2767,2526,,,,,,,,,284,282,,,,,25,8,,,,,,
FR_PAC_04,2020-06-26,,,,,0,0,9,4,0,0,54,75,,,,,,,,,1,2,,,,,0,0,,,,,,
FR_PAC_05,2020-06-26,,,,,0,0,8,10,0,0,65,63,,,,,,,,,6,2,,,,,0,0,,,,,,
FR_PAC_06,2020-06-26,,,,,0,0,97,89,5,11,361,354,,,,,,,,,15,30,,,,,1,0,,,,,,
FR_PAC_13,2020-06-26,,,,,0,1,312,241,3,2,1641,1525,,,,,,,,,193,198,,,,,21,8,,,,,,
FR_PAC_83,2020-06-26,,,,,0,0,73,59,0,2,525,390,,,,,,,,,55,42,,,,,3,0,,,,,,
FR_PAC_84,2020-06-26,,,,,0,0,27,10,4,1,121,119,,,,,,,,,14,8,,,,,0,0,,,,,,
FR_PDL,2020-06-26,,,,,0,0,282,185,5,7,1031,1021,,,,,,,,,81,84,,,,,5,0,,,,,,
FR_PDL_44,2020-06-26,,,,,0,0,95,63,1,1,351,334,,,,,,,,,24,23,,,,,4,0,,,,,,
FR_PDL_49,2020-06-26,,,,,0,0,88,53,1,1,293,293,,,,,,,,,25,32,,,,,1,0,,,,,,
FR_PDL_53,2020-06-26,,,,,0,0,26,18,0,0,84,94,,,,,,,,,1,4,,,,,0,0,,,,,,
FR_PDL_72,2020-06-26,,,,,0,0,47,37,2,3,172,184,,,,,,,,,19,16,,,,,0,0,,,,,,
FR_PDL_85,2020-06-26,,,,,0,0,26,14,1,2,131,116,,,,,,,,,12,9,,,,,0,0,,,,,,
PH_00,2020-06-16,0,0,5447,5068,0,0,468,294,103,104,2295,2227,,,,,0,0,1772,1458,,,,,,,,,,,,,,
PH_01_ILN,2020-06-16,0,1,3,2,0,0,0,0,1,0,3,0,,,,,0,1,3,1,,,,,,,,,,,,,,
PH_01_ILS,2020-06-08,,1,0,3,,0,0,0,,0,0,1,,,,,,1,0,3,,,,,,,,,,,,,,
PH_01_LUN,2020-06-11,1,1,11,11,0,0,2,1,0,0,4,6,,,,,0,0,7,8,,,,,,,,,,,,,,
PH_01_PAN,2020-06-16,0,0,45,36,0,0,5,4,2,1,11,15,,,,,0,0,16,17,,,,,,,,,,,,,,
PH_02_CAG,2020-06-10,1,0,11,8,0,0,0,0,0,2,10,7,,,,,0,0,9,3,,,,,,,,,,,,,,
PH_02_ISA,2020-06-14,1,1,6,8,0,0,0,0,0,0,4,6,,,,,1,0,4,7,,,,,,,,,,,,,,
PH_02_NUV,2020-05-13,0,0,5,2,0,0,1,0,1,1,4,2,,,,,0,0,5,2,,,,,,,,,,,,,,
PH_03_BAN,2020-06-16,1,0,70,66,0,0,2,0,9,1,32,42,,,,,0,0,33,28,,,,,,,,,,,,,,
PH_03_BUL,2020-06-16,0,0,153,111,0,0,10,8,4,1,52,55,,,,,0,0,53,42,,,,,,,,,,,,,,
PH_03_NUE,2020-06-16,0,0,37,31,0,0,2,1,3,8,24,18,,,,,0,0,26,25,,,,,,,,,,,,,,
PH_03_PAM,2020-06-16,0,0,55,46,0,0,4,1,3,2,31,19,,,,,0,0,36,24,,,,,,,,,,,,,,
PH_03_TAR,2020-06-16,0,0,18,19,0,0,1,0,2,1,12,14,,,,,0,0,10,10,,,,,,,,,,,,,,
PH_03_ZMB,2020-06-16,0,0,17,20,0,0,1,0,5,1,10,10,,,,,0,0,13,14,,,,,,,,,,,,,,
PH_05_ALB,2020-06-13,0,0,27,33,0,0,2,1,1,3,11,20,,,,,0,0,10,7,,,,,,,,,,,,,,
PH_05_CAN,2020-06-13,0,0,1,3,1,0,1,0,0,1,0,1,,,,,0,0,1,0,,,,,,,,,,,,,,
PH_05_CAS,2020-06-13,0,0,6,10,0,0,1,0,1,1,2,6,,,,,0,0,2,6,,,,,,,,,,,,,,
PH_05_CAT,2020-06-12,,0,0,1,,0,0,0,,1,0,1,,,,,,0,0,1,,,,,,,,,,,,,,
PH_05_MAS,2020-05-30,1,,2,0,0,,0,0,0,,0,0,,,,,0,,0,0,,,,,,,,,,,,,,
PH_05_SOR,2020-06-13,0,,1,0,0,,0,0,1,,1,0,,,,,0,,0,0,,,,,,,,,,,,,,
PH_06_AKL,2020-05-22,1,0,5,2,0,0,0,0,0,1,5,2,,,,,0,0,3,0,,,,,,,,,,,,,,
PH_06_ANT,2020-06-02,0,0,14,4,0,0,0,0,1,1,12,4,,,,,0,0,2,1,,,,,,,,,,,,,,
PH_06_CAP,2020-06-02,0,0,4,1,0,1,1,1,1,0,3,0,,,,,0,0,2,1,,,,,,,,,,,,,,
PH_06_ILI,2020-06-13,0,1,36,20,0,0,4,1,2,0,25,15,,,,,0,0,13,5,,,,,,,,,,,,,,
PH_06_NEC,2020-06-12,0,2,29,13,0,0,2,1,1,0,12,3,,,,,0,0,7,2,,,,,,,,,,,,,,
PH_07_BOH,2020-06-11,1,1,5,4,0,0,0,0,0,0,1,1,,,,,0,0,1,1,,,,,,,,,,,,,,
PH_07_CEB,2020-06-14,3,0,1922,1254,0,0,45,24,5,1,114,112,,,,,0,0,118,120,,,,,,,,,,,,,,
PH_07_NER,2020-06-05,1,1,16,2,0,0,2,1,0,0,3,1,,,,,0,0,4,1,,,,,,,,,,,,,,
PH_07_SIG,2020-06-11,,1,0,1,,0,0,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,
PH_08_BIL,2020-06-12,1,1,1,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,
PH_08_EAS,2020-05-29,1,,1,0,0,,0,0,0,,0,0,,,,,0,,0,0,,,,,,,,,,,,,,
PH_08_LEY,2020-06-15,1,12,86,45,0,0,0,0,0,0,1,2,,,,,0,0,0,1,,,,,,,,,,,,,,
PH_08_NSA,2020-06-07,6,0,6,1,0,0,0,0,0,1,0,1,,,,,0,0,0,1,,,,,,,,,,,,,,
PH_08_SLE,2020-06-13,1,1,4,3,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,
PH_08_WSA,2020-06-13,0,0,18,14,0,0,0,0,2,2,7,14,,,,,0,0,2,10,,,,,,,,,,,,,,
PH_09_ZAS,2020-06-16,0,0,110,19,0,0,3,1,1,1,23,8,,,,,0,0,40,12,,,,,,,,,,,,,,
PH_10_BUK,2020-06-14,1,1,3,2,0,0,0,0,0,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,
PH_10_CAM,2020-04-17,,0,0,0,,0,0,0,,1,0,1,,,,,,0,0,0,,,,,,,,,,,,,,
PH_10_LAN,2020-06-08,1,0,6,1,0,0,2,0,0,1,3,1,,,,,0,0,4,1,,,,,,,,,,,,,,
PH_10_MSC,2020-06-10,1,1,6,3,0,0,1,0,0,0,2,2,,,,,0,0,2,0,,,,,,,,,,,,,,
PH_10_MSR,2020-06-09,1,1,7,11,0,1,3,3,0,0,1,3,,,,,0,0,4,4,,,,,,,,,,,,,,
PH_11_COM,2020-06-10,1,1,2,2,0,0,0,0,0,0,1,1,,,,,0,0,1,1,,,,,,,,,,,,,,
PH_11_DAO,2020-05-28,1,0,2,2,0,0,0,0,0,1,1,2,,,,,0,0,1,2,,,,,,,,,,,,,,
PH_11_DAS,2020-06-14,0,0,167,120,0,0,18,4,4,1,98,67,,,,,0,0,161,116,,,,,,,,,,,,,,
PH_11_DAV,2020-05-27,1,0,11,3,0,1,1,2,0,0,9,1,,,,,0,0,8,3,,,,,,,,,,,,,,
PH_11_DVO,2020-05-22,,1,0,2,,0,0,1,,0,0,0,,,,,,1,0,2,,,,,,,,,,,,,,
PH_12_NCO,2020-06-13,0,0,11,4,0,0,0,0,1,1,7,4,,,,,0,0,6,3,,,,,,,,,,,,,,
PH_12_SAR,2020-05-28,0,,1,0,0,,0,0,1,,1,0,,,,,0,,1,0,,,,,,,,,,,,,,
PH_12_SCO,2020-06-06,0,2,4,4,0,0,0,0,1,0,5,0,,,,,0,1,4,1,,,,,,,,,,,,,,
PH_12_SUK,2020-06-04,1,1,3,2,0,0,1,0,0,0,1,1,,,,,0,0,2,0,,,,,,,,,,,,,,
PH_13_AGN,2020-06-12,1,1,3,3,0,0,0,0,0,0,2,1,,,,,0,0,1,0,,,,,,,,,,,,,,
PH_13_SUN,2020-05-22,0,,1,0,0,,0,0,1,,1,0,,,,,0,,1,0,,,,,,,,,,,,,,
PH_13_SUR,2020-05-01,,1,0,1,,0,0,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,
PH_14_LAS,2020-06-12,1,1,7,4,0,0,1,2,0,0,3,2,,,,,0,0,3,1,,,,,,,,,,,,,,
PH_14_MAG,2020-06-08,1,1,1,3,0,0,0,0,0,0,1,0,,,,,0,0,0,1,,,,,,,,,,,,,,
PH_14_SLU,2020-04-19,0,,1,0,1,,1,0,0,,0,0,,,,,0,,0,0,,,,,,,,,,,,,,
PH_15_ABR,2020-06-10,1,1,3,4,0,0,0,0,0,0,3,0,,,,,0,0,1,1,,,,,,,,,,,,,,
PH_15_APA,2020-06-11,1,2,5,3,0,0,0,0,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,,,
PH_15_BEN,2020-06-13,1,2,41,20,0,0,0,1,0,0,19,19,,,,,0,0,26,14,,,,,,,,,,,,,,
PH_15_IFU,2020-06-11,2,,4,0,0,,0,0,0,,2,0,,,,,0,,1,0,,,,,,,,,,,,,,
PH_15_KAL,2020-06-11,2,2,3,2,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,
PH_40_BTG,2020-06-15,0,0,115,90,0,0,9,7,1,7,33,33,,,,,0,0,39,24,,,,,,,,,,,,,,
PH_40_CAV,2020-06-16,0,0,241,176,0,0,25,8,1,5,93,81,,,,,0,0,88,57,,,,,,,,,,,,,,
PH_40_LAG,2020-06-16,0,0,281,213,0,0,18,5,6,4,100,95,,,,,0,0,71,63,,,,,,,,,,,,,,
PH_40_QUE,2020-06-16,0,0,46,47,0,0,4,2,2,1,15,10,,,,,0,0,24,25,,,,,,,,,,,,,,
PH_40_RIZ,2020-06-16,0,0,293,251,0,0,29,15,15,12,134,114,,,,,0,0,107,67,,,,,,,,,,,,,,
PH_41_MAD,2020-05-20,1,0,4,3,0,0,0,0,0,1,3,3,,,,,0,0,3,2,,,,,,,,,,,,,,
PH_41_MDC,2020-06-15,0,0,9,2,0,0,1,0,24,1,28,2,,,,,0,0,5,1,,,,,,,,,,,,,,
PH_41_MDR,2020-06-15,0,0,13,7,0,0,1,1,1,1,12,7,,,,,0,0,10,4,,,,,,,,,,,,,,
PH_41_PLW,2020-05-22,0,1,2,1,1,0,1,0,0,0,1,0,,,,,0,0,2,0,,,,,,,,,,,,,,
PH_41_ROM,2020-06-02,1,0,2,1,0,0,0,0,0,1,0,1,,,,,1,0,2,1,,,,,,,,,,,,,,
ZA,2020-06-25,,,,,47,40,1193,1097,,,,,,,,,,,,,,,,,,,,,,,,,,
